,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,gender,p0016,2
1037,crushing chicken; gross grasshopper; homely halibut,race,p0186,1
1038,crushing chicken; gross grasshopper; homely halibut,race,p0196,1
1039,crushing chicken; gross grasshopper; homely halibut,race,p0198,1
1040,crushing chicken; gross grasshopper; homely halibut,race,p0202,1
1041,crushing chicken; gross grasshopper; homely halibut,race,p0205,1
1042,crushing chicken; gross grasshopper; homely halibut,race,p0207,1
1043,crushing chicken; gross grasshopper; homely halibut,race,p0211,1
1044,crushing chicken; gross grasshopper; homely halibut,race,p0227,5
1045,crushing chicken; gross grasshopper; homely halibut,race,p0229,2
1046,crushing chicken; gross grasshopper; homely halibut,race,p0232,1
1047,crushing chicken; gross grasshopper; homely halibut,race,p0233,1
1048,crushing chicken; gross grasshopper; homely halibut,race,p0237,1
1049,crushing chicken; gross grasshopper; homely halibut,race,p0258,1
1050,crushing chicken; gross grasshopper; homely halibut,race,p0268,1
1051,crushing chicken; gross grasshopper; homely halibut,race,p0274,2
1052,crushing chicken; gross grasshopper; homely halibut,race,p0275,2
1053,crushing chicken; gross grasshopper; homely halibut,race,p0277,2
1054,crushing chicken; gross grasshopper; homely halibut,race,p0288,2
1055,crushing chicken; gross grasshopper; homely halibut,race,p0291,1
1056,crushing chicken; gross grasshopper; homely halibut,race,p0307,1
1057,crushing chicken; gross grasshopper; homely halibut,race,p0308,1
1058,crushing chicken; gross grasshopper; homely halibut,race,p0317,1
1059,crushing chicken; gross grasshopper; homely halibut,race,p0325,1
1060,crushing chicken; gross grasshopper; homely halibut,race,p0327,1
1061,crushing chicken; gross grasshopper; homely halibut,race,p0334,1
1062,crushing chicken; gross grasshopper; homely halibut,race,p0336,1
1063,crushing chicken; gross grasshopper; homely halibut,race,p0338,1
1064,crushing chicken; gross grasshopper; homely halibut,race,p0342,2
1065,crushing chicken; gross grasshopper; homely halibut,race,p0349,1
1066,crushing chicken; gross grasshopper; homely halibut,race,p0356,1
1067,crushing chicken; gross grasshopper; homely halibut,race,p0358,1
1068,crushing chicken; gross grasshopper; homely halibut,race,p0363,1
1069,crushing chicken; gross grasshopper; homely halibut,race,p0364,1
1070,crushing chicken; gross grasshopper; homely halibut,race,p0369,1
1071,crushing chicken; gross grasshopper; homely halibut,race,p0370,1
1072,crushing chicken; gross grasshopper; homely halibut,race,p0371,1
1073,crushing chicken; gross grasshopper; homely halibut,race,p0379,1
1074,crushing chicken; gross grasshopper; homely halibut,race,p0386,1
1075,crushing chicken; gross grasshopper; homely halibut,race,p0396,1
1076,crushing chicken; gross grasshopper; homely halibut,race,p0403,2
1077,crushing chicken; gross grasshopper; homely halibut,race,p0405,1
1078,crushing chicken; gross grasshopper; homely halibut,race,p0412,1
1079,crushing chicken; gross grasshopper; homely halibut,race,p0415,1
1080,crushing chicken; gross grasshopper; homely halibut,race,p0416,1
1081,crushing chicken; gross grasshopper; homely halibut,race,p0417,1
1082,crushing chicken; gross grasshopper; homely halibut,race,p0418,1
1083,crushing chicken; gross grasshopper; homely halibut,race,p0430,1
1084,crushing chicken; gross grasshopper; homely halibut,race,p0431,1
1085,crushing chicken; gross grasshopper; homely halibut,race,p0434,1
1086,crushing chicken; gross grasshopper; homely halibut,race,p0438,1
1087,crushing chicken; gross grasshopper; homely halibut,race,p0441,5
1088,crushing chicken; gross grasshopper; homely halibut,race,p0442,2
1089,crushing chicken; gross grasshopper; homely halibut,race,p0449,1
1090,crushing chicken; gross grasshopper; homely halibut,race,p0450,1
1091,crushing chicken; gross grasshopper; homely halibut,race,p0465,1
1092,crushing chicken; gross grasshopper; homely halibut,race,p0471,1
1093,crushing chicken; gross grasshopper; homely halibut,race,p0477,1
1094,crushing chicken; gross grasshopper; homely halibut,race,p0483,2
1095,crushing chicken; gross grasshopper; homely halibut,race,p0486,1
1096,crushing chicken; gross grasshopper; homely halibut,race,p0487,1
1097,crushing chicken; gross grasshopper; homely halibut,race,p0489,1
1098,crushing chicken; gross grasshopper; homely halibut,race,p0497,1
1099,crushing chicken; gross grasshopper; homely halibut,race,p0502,1
1100,crushing chicken; gross grasshopper; homely halibut,race,p0503,1
1101,crushing chicken; gross grasshopper; homely halibut,race,p0506,1
1102,crushing chicken; gross grasshopper; homely halibut,race,p0511,1
1103,crushing chicken; gross grasshopper; homely halibut,race,p0523,1
1104,crushing chicken; gross grasshopper; homely halibut,race,p0534,1
1105,crushing chicken; gross grasshopper; homely halibut,race,p0536,1
1106,crushing chicken; gross grasshopper; homely halibut,race,p0542,1
1107,crushing chicken; gross grasshopper; homely halibut,race,p0547,1
1108,crushing chicken; gross grasshopper; homely halibut,race,p0553,1
1109,crushing chicken; gross grasshopper; homely halibut,race,p0559,1
1110,crushing chicken; gross grasshopper; homely halibut,race,p0566,1
1111,crushing chicken; gross grasshopper; homely halibut,race,p0568,5
1112,crushing chicken; gross grasshopper; homely halibut,race,p0570,2
1113,crushing chicken; gross grasshopper; homely halibut,race,p0573,1
1114,crushing chicken; gross grasshopper; homely halibut,race,p0578,1
1115,crushing chicken; gross grasshopper; homely halibut,race,p0594,1
1116,crushing chicken; gross grasshopper; homely halibut,race,p0597,1
1117,crushing chicken; gross grasshopper; homely halibut,race,p0601,1
1118,crushing chicken; gross grasshopper; homely halibut,race,p0602,1
1119,crushing chicken; gross grasshopper; homely halibut,race,p0605,1
1120,crushing chicken; gross grasshopper; homely halibut,race,p0615,1
1121,crushing chicken; gross grasshopper; homely halibut,race,p0620,1
1122,crushing chicken; gross grasshopper; homely halibut,race,p0626,1
1123,crushing chicken; gross grasshopper; homely halibut,race,p0629,1
1124,crushing chicken; gross grasshopper; homely halibut,race,p0633,1
1125,crushing chicken; gross grasshopper; homely halibut,race,p0638,1
1126,crushing chicken; gross grasshopper; homely halibut,race,p0639,1
1127,crushing chicken; gross grasshopper; homely halibut,race,p0640,1
1128,crushing chicken; gross grasshopper; homely halibut,race,p0655,1
1129,crushing chicken; gross grasshopper; homely halibut,race,p0656,2
1130,crushing chicken; gross grasshopper; homely halibut,race,p0658,1
1131,crushing chicken; gross grasshopper; homely halibut,race,p0661,1
1132,crushing chicken; gross grasshopper; homely halibut,race,p0669,1
1133,crushing chicken; gross grasshopper; homely halibut,race,p0670,2
1134,crushing chicken; gross grasshopper; homely halibut,race,p0672,5
1135,crushing chicken; gross grasshopper; homely halibut,race,p0674,1
1136,crushing chicken; gross grasshopper; homely halibut,race,p0678,1
1137,crushing chicken; gross grasshopper; homely halibut,race,p0683,1
1138,crushing chicken; gross grasshopper; homely halibut,race,p0686,1
1139,crushing chicken; gross grasshopper; homely halibut,race,p0687,5
1140,crushing chicken; gross grasshopper; homely halibut,race,p0698,1
1141,crushing chicken; gross grasshopper; homely halibut,race,p0700,1
1142,crushing chicken; gross grasshopper; homely halibut,race,p0703,1
1143,crushing chicken; gross grasshopper; homely halibut,race,p0718,2
1144,crushing chicken; gross grasshopper; homely halibut,race,p0744,1
1145,crushing chicken; gross grasshopper; homely halibut,race,p0745,1
1146,crushing chicken; gross grasshopper; homely halibut,race,p0753,1
1147,crushing chicken; gross grasshopper; homely halibut,race,p0770,1
1148,crushing chicken; gross grasshopper; homely halibut,race,p0771,5
1149,crushing chicken; gross grasshopper; homely halibut,race,p0777,1
1150,crushing chicken; gross grasshopper; homely halibut,race,p0779,1
1151,crushing chicken; gross grasshopper; homely halibut,race,p0780,1
1152,crushing chicken; gross grasshopper; homely halibut,race,p0783,1
1153,crushing chicken; gross grasshopper; homely halibut,race,p0785,1
1154,crushing chicken; gross grasshopper; homely halibut,race,p0786,2
1155,crushing chicken; gross grasshopper; homely halibut,race,p0794,1
1156,crushing chicken; gross grasshopper; homely halibut,race,p0798,1
1157,crushing chicken; gross grasshopper; homely halibut,race,p0800,1
1158,crushing chicken; gross grasshopper; homely halibut,race,p0820,1
1159,crushing chicken; gross grasshopper; homely halibut,race,p0841,1
1160,crushing chicken; gross grasshopper; homely halibut,race,p0849,1
1161,crushing chicken; gross grasshopper; homely halibut,race,p0862,5
1162,crushing chicken; gross grasshopper; homely halibut,race,p0867,2
1163,crushing chicken; gross grasshopper; homely halibut,race,p0869,1
1164,crushing chicken; gross grasshopper; homely halibut,race,p0872,1
1165,crushing chicken; gross grasshopper; homely halibut,race,p0880,5
1166,crushing chicken; gross grasshopper; homely halibut,race,p0891,1
1167,crushing chicken; gross grasshopper; homely halibut,race,p0916,1
1168,crushing chicken; gross grasshopper; homely halibut,race,p0917,1
1169,crushing chicken; gross grasshopper; homely halibut,race,p0919,1
1170,crushing chicken; gross grasshopper; homely halibut,race,p0922,1
1171,crushing chicken; gross grasshopper; homely halibut,race,p0925,1
1172,crushing chicken; gross grasshopper; homely halibut,race,p0927,1
1173,crushing chicken; gross grasshopper; homely halibut,race,p0929,1
1174,crushing chicken; gross grasshopper; homely halibut,race,p0930,1
1175,crushing chicken; gross grasshopper; homely halibut,race,p0931,1
1176,crushing chicken; gross grasshopper; homely halibut,race,p0933,5
1177,crushing chicken; gross grasshopper; homely halibut,race,p0934,1
1178,crushing chicken; gross grasshopper; homely halibut,race,p0936,1
1179,crushing chicken; gross grasshopper; homely halibut,race,p0938,1
1180,crushing chicken; gross grasshopper; homely halibut,race,p0939,1
1181,crushing chicken; gross grasshopper; homely halibut,race,p0946,1
1182,crushing chicken; gross grasshopper; homely halibut,race,p0951,2
1183,crushing chicken; gross grasshopper; homely halibut,race,p0956,1
1184,crushing chicken; gross grasshopper; homely halibut,race,p0962,1
1185,crushing chicken; gross grasshopper; homely halibut,race,p0963,1
1186,crushing chicken; gross grasshopper; homely halibut,race,p0969,1
1187,crushing chicken; gross grasshopper; homely halibut,race,p0972,1
1188,crushing chicken; gross grasshopper; homely halibut,race,p0975,1
1189,crushing chicken; gross grasshopper; homely halibut,race,p0985,2
1190,crushing chicken; gross grasshopper; homely halibut,race,p0993,2
1191,crushing chicken; gross grasshopper; homely halibut,race,p0996,1
1192,crushing chicken; gross grasshopper; homely halibut,race,p1011,1
1193,crushing chicken; gross grasshopper; homely halibut,race,p1017,1
1194,crushing chicken; gross grasshopper; homely halibut,race,p1020,1
1195,crushing chicken; gross grasshopper; homely halibut,race,p1022,1
1196,crushing chicken; gross grasshopper; homely halibut,race,p1024,1
1197,crushing chicken; gross grasshopper; homely halibut,race,p1027,5
1198,crushing chicken; gross grasshopper; homely halibut,race,p1028,1
1199,crushing chicken; gross grasshopper; homely halibut,race,p1029,2
1200,crushing chicken; gross grasshopper; homely halibut,race,p1032,1
1201,crushing chicken; gross grasshopper; homely halibut,race,p1040,5
1202,crushing chicken; gross grasshopper; homely halibut,race,p1047,2
1203,crushing chicken; gross grasshopper; homely halibut,race,p1048,1
1204,crushing chicken; gross grasshopper; homely halibut,race,p1053,5
1205,crushing chicken; gross grasshopper; homely halibut,race,p1057,1
1206,crushing chicken; gross grasshopper; homely halibut,race,p1058,1
1207,crushing chicken; gross grasshopper; homely halibut,race,p1063,1
1208,crushing chicken; gross grasshopper; homely halibut,race,p1064,1
1209,crushing chicken; gross grasshopper; homely halibut,race,p1065,1
1210,crushing chicken; gross grasshopper; homely halibut,race,p1069,1
1211,crushing chicken; gross grasshopper; homely halibut,race,p1072,1
1212,crushing chicken; gross grasshopper; homely halibut,race,p1073,2
1213,crushing chicken; gross grasshopper; homely halibut,race,p1075,1
1214,crushing chicken; gross grasshopper; homely halibut,race,p1076,2
1215,crushing chicken; gross grasshopper; homely halibut,race,p1083,1
1216,crushing chicken; gross grasshopper; homely halibut,race,p1089,1
1217,crushing chicken; gross grasshopper; homely halibut,race,p1093,1
1218,crushing chicken; gross grasshopper; homely halibut,race,p1096,1
1219,crushing chicken; gross grasshopper; homely halibut,race,p1100,1
1220,crushing chicken; gross grasshopper; homely halibut,race,p1106,2
1221,crushing chicken; gross grasshopper; homely halibut,race,p1107,1
1222,crushing chicken; gross grasshopper; homely halibut,race,p1113,1
1223,crushing chicken; gross grasshopper; homely halibut,race,p1117,1
1224,crushing chicken; gross grasshopper; homely halibut,race,p1120,1
1225,crushing chicken; gross grasshopper; homely halibut,race,p1134,1
1226,crushing chicken; gross grasshopper; homely halibut,race,p1136,1
1227,crushing chicken; gross grasshopper; homely halibut,race,p1138,1
1228,crushing chicken; gross grasshopper; homely halibut,race,p1144,1
1229,crushing chicken; gross grasshopper; homely halibut,race,p1145,1
1230,crushing chicken; gross grasshopper; homely halibut,race,p1147,1
1231,crushing chicken; gross grasshopper; homely halibut,race,p1148,1
1232,crushing chicken; gross grasshopper; homely halibut,race,p1154,1
1233,crushing chicken; gross grasshopper; homely halibut,race,p1159,2
1234,crushing chicken; gross grasshopper; homely halibut,race,p1167,5
1235,crushing chicken; gross grasshopper; homely halibut,race,p1175,1
1236,crushing chicken; gross grasshopper; homely halibut,race,p1178,1
1237,crushing chicken; gross grasshopper; homely halibut,race,p1184,1
