,condition,outcome,persona,response
0,giant gibbon; brick bobcat,gender,p0016,2
2729,giant gibbon; brick bobcat,party,p1145,3
2730,giant gibbon; brick bobcat,party,p1147,3
2731,giant gibbon; brick bobcat,party,p1148,3
2732,giant gibbon; brick bobcat,party,p1154,3
2733,giant gibbon; brick bobcat,party,p1159,3
2734,giant gibbon; brick bobcat,party,p1167,3
2735,giant gibbon; brick bobcat,party,p1175,3
2736,giant gibbon; brick bobcat,party,p1178,3
2737,giant gibbon; brick bobcat,party,p1184,1
2738,giant gibbon; brick bobcat,party,p1186,3
2739,giant gibbon; brick bobcat,party,p1196,1
2740,giant gibbon; brick bobcat,party,p1197,3
2741,giant gibbon; brick bobcat,party,p1203,3
2742,giant gibbon; brick bobcat,party,p1219,3
2743,giant gibbon; brick bobcat,party,p1225,1
2744,giant gibbon; brick bobcat,party,p1234,2
2745,giant gibbon; brick bobcat,party,p1242,1
2746,giant gibbon; brick bobcat,party,p1244,3
2747,giant gibbon; brick bobcat,party,p1249,2
2748,giant gibbon; brick bobcat,party,p1250,2
2749,giant gibbon; brick bobcat,party,p1256,1
2750,giant gibbon; brick bobcat,party,p1258,1
2751,giant gibbon; brick bobcat,party,p1260,2
2752,giant gibbon; brick bobcat,party,p1262,1
2753,giant gibbon; brick bobcat,party,p1264,2
2754,giant gibbon; brick bobcat,party,p1265,2
2755,giant gibbon; brick bobcat,party,p1269,1
2756,giant gibbon; brick bobcat,party,p1272,1
2757,giant gibbon; brick bobcat,party,p1278,3
2758,giant gibbon; brick bobcat,party,p1281,3
2759,giant gibbon; brick bobcat,party,p1292,1
2760,giant gibbon; brick bobcat,party,p1299,1
2761,giant gibbon; brick bobcat,party,p1312,2
2762,giant gibbon; brick bobcat,party,p1322,3
2763,giant gibbon; brick bobcat,party,p1326,2
2764,giant gibbon; brick bobcat,party,p1330,3
2765,giant gibbon; brick bobcat,party,p1335,1
2766,giant gibbon; brick bobcat,party,p1337,1
2767,giant gibbon; brick bobcat,party,p1340,1
2768,giant gibbon; brick bobcat,party,p1345,1
2769,giant gibbon; brick bobcat,party,p1351,3
2770,giant gibbon; brick bobcat,party,p1355,1
2771,giant gibbon; brick bobcat,party,p1362,1
2772,giant gibbon; brick bobcat,party,p1365,1
2773,giant gibbon; brick bobcat,party,p1366,2
2774,giant gibbon; brick bobcat,party,p1367,1
2775,giant gibbon; brick bobcat,party,p1370,1
2776,giant gibbon; brick bobcat,party,p1371,1
2777,giant gibbon; brick bobcat,party,p1373,1
2778,giant gibbon; brick bobcat,party,p1375,1
2779,giant gibbon; brick bobcat,party,p1376,3
2780,giant gibbon; brick bobcat,party,p1379,3
2781,giant gibbon; brick bobcat,party,p1381,3
2782,giant gibbon; brick bobcat,party,p1393,1
2783,giant gibbon; brick bobcat,party,p1396,3
2784,giant gibbon; brick bobcat,party,p1398,1
2785,giant gibbon; brick bobcat,party,p1404,3
2786,giant gibbon; brick bobcat,party,p1406,1
2787,giant gibbon; brick bobcat,party,p1407,2
2788,giant gibbon; brick bobcat,party,p1409,2
2789,giant gibbon; brick bobcat,party,p1412,2
2790,giant gibbon; brick bobcat,party,p1414,3
2791,giant gibbon; brick bobcat,party,p1424,1
2792,giant gibbon; brick bobcat,party,p1425,1
2793,giant gibbon; brick bobcat,party,p1429,1
2794,giant gibbon; brick bobcat,party,p1434,1
2795,giant gibbon; brick bobcat,party,p1441,3
2796,giant gibbon; brick bobcat,party,p1445,3
2797,giant gibbon; brick bobcat,party,p1450,1
2798,giant gibbon; brick bobcat,party,p1454,2
2799,giant gibbon; brick bobcat,party,p1456,2
2800,giant gibbon; brick bobcat,party,p1457,3
2801,giant gibbon; brick bobcat,party,p1458,3
2802,giant gibbon; brick bobcat,party,p1469,1
2803,giant gibbon; brick bobcat,party,p1470,1
2804,giant gibbon; brick bobcat,party,p1481,3
2805,giant gibbon; brick bobcat,party,p1488,1
2806,giant gibbon; brick bobcat,party,p1492,2
2807,giant gibbon; brick bobcat,party,p1495,1
2808,giant gibbon; brick bobcat,party,p1497,2
2809,giant gibbon; brick bobcat,party,p1499,1
2810,giant gibbon; brick bobcat,party,p1503,3
2811,giant gibbon; brick bobcat,party,p1511,2
2812,giant gibbon; brick bobcat,party,p1512,3
2813,giant gibbon; brick bobcat,party,p1518,2
2814,giant gibbon; brick bobcat,party,p1519,1
2815,giant gibbon; brick bobcat,party,p1520,1
2816,giant gibbon; brick bobcat,party,p1524,1
2817,giant gibbon; brick bobcat,party,p1526,1
2818,giant gibbon; brick bobcat,party,p1537,3
2819,giant gibbon; brick bobcat,party,p1545,3
2820,giant gibbon; brick bobcat,party,p1547,3
2821,giant gibbon; brick bobcat,party,p1552,3
2822,giant gibbon; brick bobcat,party,p1567,2
2823,giant gibbon; brick bobcat,party,p1568,3
2824,giant gibbon; brick bobcat,party,p1579,1
2825,giant gibbon; brick bobcat,party,p1587,3
2826,giant gibbon; brick bobcat,party,p1596,2
2827,giant gibbon; brick bobcat,party,p1600,3
2828,giant gibbon; brick bobcat,party,p1603,3
2829,giant gibbon; brick bobcat,party,p1604,1
2830,giant gibbon; brick bobcat,party,p1610,2
2831,giant gibbon; brick bobcat,party,p1618,1
2832,giant gibbon; brick bobcat,party,p1619,3
2833,giant gibbon; brick bobcat,party,p1622,1
2834,giant gibbon; brick bobcat,party,p1623,1
2835,giant gibbon; brick bobcat,party,p1630,2
2836,giant gibbon; brick bobcat,party,p1641,1
2837,giant gibbon; brick bobcat,party,p1649,2
2838,giant gibbon; brick bobcat,party,p1652,2
2839,giant gibbon; brick bobcat,party,p1665,3
2840,giant gibbon; brick bobcat,party,p1669,1
2841,giant gibbon; brick bobcat,party,p1685,1
2842,giant gibbon; brick bobcat,party,p1693,3
2843,giant gibbon; brick bobcat,party,p1698,2
2844,giant gibbon; brick bobcat,party,p1704,1
2845,giant gibbon; brick bobcat,party,p1711,3
2846,giant gibbon; brick bobcat,party,p1718,1
2847,giant gibbon; brick bobcat,party,p1732,1
2848,giant gibbon; brick bobcat,party,p1739,3
2849,giant gibbon; brick bobcat,party,p1741,1
2850,giant gibbon; brick bobcat,party,p1746,3
2851,giant gibbon; brick bobcat,party,p1751,1
2852,giant gibbon; brick bobcat,party,p1754,3
2853,giant gibbon; brick bobcat,party,p1769,1
2854,giant gibbon; brick bobcat,party,p1771,2
2855,giant gibbon; brick bobcat,party,p1776,3
2856,giant gibbon; brick bobcat,party,p1780,1
2857,giant gibbon; brick bobcat,party,p1785,3
2858,giant gibbon; brick bobcat,party,p1791,2
2859,giant gibbon; brick bobcat,party,p1793,1
2860,giant gibbon; brick bobcat,party,p1796,1
2861,giant gibbon; brick bobcat,party,p1805,2
2862,giant gibbon; brick bobcat,party,p1812,2
2863,giant gibbon; brick bobcat,party,p1816,2
2864,giant gibbon; brick bobcat,party,p1819,3
2865,giant gibbon; brick bobcat,party,p1825,3
2866,giant gibbon; brick bobcat,party,p1836,1
2867,giant gibbon; brick bobcat,party,p1839,1
2868,giant gibbon; brick bobcat,party,p1861,2
2869,giant gibbon; brick bobcat,party,p1863,3
2870,giant gibbon; brick bobcat,party,p1873,3
2871,giant gibbon; brick bobcat,party,p1875,1
2872,giant gibbon; brick bobcat,party,p1876,3
2873,giant gibbon; brick bobcat,party,p1877,3
2874,giant gibbon; brick bobcat,party,p1880,1
2875,giant gibbon; brick bobcat,party,p1883,1
2876,giant gibbon; brick bobcat,party,p1889,1
2877,giant gibbon; brick bobcat,party,p1893,3
2878,giant gibbon; brick bobcat,party,p1896,2
2879,giant gibbon; brick bobcat,party,p1913,1
2880,giant gibbon; brick bobcat,party,p1922,1
2881,giant gibbon; brick bobcat,party,p1930,1
2882,giant gibbon; brick bobcat,party,p1935,1
2883,giant gibbon; brick bobcat,party,p1940,3
2884,giant gibbon; brick bobcat,party,p1948,1
2885,giant gibbon; brick bobcat,party,p1950,2
2886,giant gibbon; brick bobcat,party,p1954,2
2887,giant gibbon; brick bobcat,party,p1956,2
2888,giant gibbon; brick bobcat,party,p1958,1
2889,giant gibbon; brick bobcat,party,p1967,1
2890,giant gibbon; brick bobcat,party,p1973,3
2891,giant gibbon; brick bobcat,party,p1978,1
2892,giant gibbon; brick bobcat,party,p1983,2
2893,giant gibbon; brick bobcat,party,p1984,3
2894,giant gibbon; brick bobcat,party,p1995,1
2895,giant gibbon; brick bobcat,party,p1996,1
2896,giant gibbon; brick bobcat,party,p1997,1
2897,giant gibbon; brick bobcat,party,p2001,3
2898,giant gibbon; brick bobcat,party,p2002,3
2899,giant gibbon; brick bobcat,party,p2013,3
2900,giant gibbon; brick bobcat,party,p2014,1
2901,giant gibbon; brick bobcat,party,p2016,3
2902,giant gibbon; brick bobcat,party,p2018,1
2903,giant gibbon; brick bobcat,party,p2023,3
2904,giant gibbon; brick bobcat,party,p2025,1
2905,giant gibbon; brick bobcat,party,p2028,3
2906,giant gibbon; brick bobcat,party,p2030,3
2907,giant gibbon; brick bobcat,party,p2033,3
2908,giant gibbon; brick bobcat,party,p2040,3
2909,giant gibbon; brick bobcat,party,p2051,3
2910,giant gibbon; brick bobcat,party,p2052,1
2911,giant gibbon; brick bobcat,party,p2066,3
2912,giant gibbon; brick bobcat,party,p2067,1
2913,giant gibbon; brick bobcat,party,p2073,2
2914,giant gibbon; brick bobcat,party,p2077,1
2915,giant gibbon; brick bobcat,party,p2078,3
2916,giant gibbon; brick bobcat,party,p2086,3
2917,giant gibbon; brick bobcat,party,p2089,1
2918,giant gibbon; brick bobcat,party,p2093,1
2919,giant gibbon; brick bobcat,party,p2094,2
2920,giant gibbon; brick bobcat,party,p2111,1
2921,giant gibbon; brick bobcat,party,p2117,3
2922,giant gibbon; brick bobcat,party,p2121,3
2923,giant gibbon; brick bobcat,party,p2127,1
2924,giant gibbon; brick bobcat,party,p2141,2
2925,giant gibbon; brick bobcat,party,p2142,2
2926,giant gibbon; brick bobcat,party,p2143,1
2927,giant gibbon; brick bobcat,party,p2153,3
2928,giant gibbon; brick bobcat,party,p2155,3
2929,giant gibbon; brick bobcat,party,p2169,1
2930,giant gibbon; brick bobcat,party,p2187,3
2931,giant gibbon; brick bobcat,party,p2188,3
2932,giant gibbon; brick bobcat,party,p2197,1
2933,giant gibbon; brick bobcat,party,p2213,2
2934,giant gibbon; brick bobcat,party,p2214,2
2935,giant gibbon; brick bobcat,party,p2215,1
2936,giant gibbon; brick bobcat,party,p2220,2
2937,giant gibbon; brick bobcat,party,p2223,2
2938,giant gibbon; brick bobcat,party,p2229,2
2939,giant gibbon; brick bobcat,party,p2234,3
2940,giant gibbon; brick bobcat,party,p2237,3
2941,giant gibbon; brick bobcat,party,p2238,1
2942,giant gibbon; brick bobcat,party,p2244,3
2943,giant gibbon; brick bobcat,party,p2248,3
2944,giant gibbon; brick bobcat,party,p2252,3
2945,giant gibbon; brick bobcat,party,p2255,1
2946,giant gibbon; brick bobcat,party,p2261,1
2947,giant gibbon; brick bobcat,party,p2263,3
2948,giant gibbon; brick bobcat,party,p2273,3
2949,giant gibbon; brick bobcat,party,p2275,3
2950,giant gibbon; brick bobcat,party,p2276,3
2951,giant gibbon; brick bobcat,party,p2283,3
2952,giant gibbon; brick bobcat,party,p2287,3
2953,giant gibbon; brick bobcat,party,p2296,3
2954,giant gibbon; brick bobcat,party,p2298,2
2955,giant gibbon; brick bobcat,party,p2304,3
2956,giant gibbon; brick bobcat,party,p2310,3
2957,giant gibbon; brick bobcat,party,p2322,2
2958,giant gibbon; brick bobcat,party,p2326,1
2959,giant gibbon; brick bobcat,party,p2330,1
2960,giant gibbon; brick bobcat,party,p2331,3
2961,giant gibbon; brick bobcat,party,p2333,1
2962,giant gibbon; brick bobcat,party,p2347,3
2963,giant gibbon; brick bobcat,party,p2350,2
2964,giant gibbon; brick bobcat,party,p2351,1
2965,giant gibbon; brick bobcat,party,p2353,3
2966,giant gibbon; brick bobcat,party,p2355,3
2967,giant gibbon; brick bobcat,party,p2363,3
2968,giant gibbon; brick bobcat,party,p2378,2
2969,giant gibbon; brick bobcat,party,p2380,3
2970,giant gibbon; brick bobcat,party,p2387,3
2971,giant gibbon; brick bobcat,party,p2398,1
2972,giant gibbon; brick bobcat,party,p2400,3
2973,giant gibbon; brick bobcat,party,p2403,3
2974,giant gibbon; brick bobcat,party,p2408,3
2975,giant gibbon; brick bobcat,party,p2418,3
2976,giant gibbon; brick bobcat,party,p2426,3
2977,giant gibbon; brick bobcat,party,p2428,2
2978,giant gibbon; brick bobcat,party,p2434,3
2979,giant gibbon; brick bobcat,party,p2446,3
2980,giant gibbon; brick bobcat,party,p2452,1
2981,giant gibbon; brick bobcat,party,p2454,2
2982,giant gibbon; brick bobcat,party,p2462,3
2983,giant gibbon; brick bobcat,party,p2467,1
2984,giant gibbon; brick bobcat,party,p2482,2
2985,giant gibbon; brick bobcat,party,p2489,1
2986,giant gibbon; brick bobcat,party,p2490,3
2987,giant gibbon; brick bobcat,party,p2494,1
2988,giant gibbon; brick bobcat,party,p2502,3
2989,giant gibbon; brick bobcat,party,p2503,3
2990,giant gibbon; brick bobcat,party,p2522,1
2991,giant gibbon; brick bobcat,party,p2524,3
2992,giant gibbon; brick bobcat,party,p2533,3
2993,giant gibbon; brick bobcat,party,p2566,3
2994,giant gibbon; brick bobcat,party,p2571,3
2995,giant gibbon; brick bobcat,party,p2573,2
2996,giant gibbon; brick bobcat,party,p2582,1
2997,giant gibbon; brick bobcat,party,p2591,1
2998,giant gibbon; brick bobcat,party,p2592,2
2999,giant gibbon; brick bobcat,party,p2595,3
