,condition,outcome,persona,response
0,limping llama; friendly frog,trust_competent_1,p0016,75
1580,limping llama; friendly frog,trust_honest_1,p0416,75
1581,limping llama; friendly frog,trust_honest_1,p0417,75
1582,limping llama; friendly frog,trust_honest_1,p0418,65
1583,limping llama; friendly frog,trust_honest_1,p0430,75
1584,limping llama; friendly frog,trust_honest_1,p0431,78
1585,limping llama; friendly frog,trust_honest_1,p0434,35
1586,limping llama; friendly frog,trust_honest_1,p0438,75
1587,limping llama; friendly frog,trust_honest_1,p0441,75
1588,limping llama; friendly frog,trust_honest_1,p0442,45
1589,limping llama; friendly frog,trust_honest_1,p0449,65
1590,limping llama; friendly frog,trust_honest_1,p0450,75
1591,limping llama; friendly frog,trust_honest_1,p0465,65
1592,limping llama; friendly frog,trust_honest_1,p0471,68
1593,limping llama; friendly frog,trust_honest_1,p0477,68
1594,limping llama; friendly frog,trust_honest_1,p0483,65
1595,limping llama; friendly frog,trust_honest_1,p0486,75
1596,limping llama; friendly frog,trust_honest_1,p0487,75
1597,limping llama; friendly frog,trust_honest_1,p0489,75
1598,limping llama; friendly frog,trust_honest_1,p0497,65
1599,limping llama; friendly frog,trust_honest_1,p0502,65
1600,limping llama; friendly frog,trust_honest_1,p0503,75
1601,limping llama; friendly frog,trust_honest_1,p0506,62
1602,limping llama; friendly frog,trust_honest_1,p0511,68
1603,limping llama; friendly frog,trust_honest_1,p0523,68
1604,limping llama; friendly frog,trust_honest_1,p0534,75
1605,limping llama; friendly frog,trust_honest_1,p0536,68
1606,limping llama; friendly frog,trust_honest_1,p0542,65
1607,limping llama; friendly frog,trust_honest_1,p0547,75
1608,limping llama; friendly frog,trust_honest_1,p0553,78
1609,limping llama; friendly frog,trust_honest_1,p0559,65
1610,limping llama; friendly frog,trust_honest_1,p0566,68
1611,limping llama; friendly frog,trust_honest_1,p0568,65
1612,limping llama; friendly frog,trust_honest_1,p0570,45
1613,limping llama; friendly frog,trust_honest_1,p0573,65
1614,limping llama; friendly frog,trust_honest_1,p0578,68
1615,limping llama; friendly frog,trust_honest_1,p0594,55
1616,limping llama; friendly frog,trust_honest_1,p0597,75
1617,limping llama; friendly frog,trust_honest_1,p0601,68
1618,limping llama; friendly frog,trust_honest_1,p0602,65
1619,limping llama; friendly frog,trust_honest_1,p0605,65
1620,limping llama; friendly frog,trust_honest_1,p0615,68
1621,limping llama; friendly frog,trust_honest_1,p0620,68
1622,limping llama; friendly frog,trust_honest_1,p0626,65
1623,limping llama; friendly frog,trust_honest_1,p0629,75
1624,limping llama; friendly frog,trust_honest_1,p0633,68
1625,limping llama; friendly frog,trust_honest_1,p0638,75
1626,limping llama; friendly frog,trust_honest_1,p0639,65
1627,limping llama; friendly frog,trust_honest_1,p0640,65
1628,limping llama; friendly frog,trust_honest_1,p0655,75
1629,limping llama; friendly frog,trust_honest_1,p0656,65
1630,limping llama; friendly frog,trust_honest_1,p0658,65
1631,limping llama; friendly frog,trust_honest_1,p0661,65
1632,limping llama; friendly frog,trust_honest_1,p0669,78
1633,limping llama; friendly frog,trust_honest_1,p0670,65
1634,limping llama; friendly frog,trust_honest_1,p0672,65
1635,limping llama; friendly frog,trust_honest_1,p0674,75
1636,limping llama; friendly frog,trust_honest_1,p0678,75
1637,limping llama; friendly frog,trust_honest_1,p0683,65
1638,limping llama; friendly frog,trust_honest_1,p0686,65
1639,limping llama; friendly frog,trust_honest_1,p0687,75
1640,limping llama; friendly frog,trust_honest_1,p0698,65
1641,limping llama; friendly frog,trust_honest_1,p0700,65
1642,limping llama; friendly frog,trust_honest_1,p0703,65
1643,limping llama; friendly frog,trust_honest_1,p0718,75
1644,limping llama; friendly frog,trust_honest_1,p0744,75
1645,limping llama; friendly frog,trust_honest_1,p0745,75
1646,limping llama; friendly frog,trust_honest_1,p0753,65
1647,limping llama; friendly frog,trust_honest_1,p0770,78
1648,limping llama; friendly frog,trust_honest_1,p0771,65
1649,limping llama; friendly frog,trust_honest_1,p0777,78
1650,limping llama; friendly frog,trust_honest_1,p0779,75
1651,limping llama; friendly frog,trust_honest_1,p0780,65
1652,limping llama; friendly frog,trust_honest_1,p0783,65
1653,limping llama; friendly frog,trust_honest_1,p0785,68
1654,limping llama; friendly frog,trust_honest_1,p0786,62
1655,limping llama; friendly frog,trust_honest_1,p0794,62
1656,limping llama; friendly frog,trust_honest_1,p0798,65
1657,limping llama; friendly frog,trust_honest_1,p0800,75
1658,limping llama; friendly frog,trust_honest_1,p0820,62
1659,limping llama; friendly frog,trust_honest_1,p0841,65
1660,limping llama; friendly frog,trust_honest_1,p0849,68
1661,limping llama; friendly frog,trust_honest_1,p0862,75
1662,limping llama; friendly frog,trust_honest_1,p0867,75
1663,limping llama; friendly frog,trust_honest_1,p0869,78
1664,limping llama; friendly frog,trust_honest_1,p0872,75
1665,limping llama; friendly frog,trust_honest_1,p0880,75
1666,limping llama; friendly frog,trust_honest_1,p0891,68
1667,limping llama; friendly frog,trust_honest_1,p0916,75
1668,limping llama; friendly frog,trust_honest_1,p0917,78
1669,limping llama; friendly frog,trust_honest_1,p0919,75
1670,limping llama; friendly frog,trust_honest_1,p0922,65
1671,limping llama; friendly frog,trust_honest_1,p0925,72
1672,limping llama; friendly frog,trust_honest_1,p0927,65
1673,limping llama; friendly frog,trust_honest_1,p0929,65
1674,limping llama; friendly frog,trust_honest_1,p0930,65
1675,limping llama; friendly frog,trust_honest_1,p0931,55
1676,limping llama; friendly frog,trust_honest_1,p0933,65
1677,limping llama; friendly frog,trust_honest_1,p0934,65
1678,limping llama; friendly frog,trust_honest_1,p0936,78
1679,limping llama; friendly frog,trust_honest_1,p0938,75
1680,limping llama; friendly frog,trust_honest_1,p0939,68
1681,limping llama; friendly frog,trust_honest_1,p0946,65
1682,limping llama; friendly frog,trust_honest_1,p0951,65
1683,limping llama; friendly frog,trust_honest_1,p0956,75
1684,limping llama; friendly frog,trust_honest_1,p0962,75
1685,limping llama; friendly frog,trust_honest_1,p0963,75
1686,limping llama; friendly frog,trust_honest_1,p0969,65
1687,limping llama; friendly frog,trust_honest_1,p0972,65
1688,limping llama; friendly frog,trust_honest_1,p0975,65
1689,limping llama; friendly frog,trust_honest_1,p0985,62
1690,limping llama; friendly frog,trust_honest_1,p0993,65
1691,limping llama; friendly frog,trust_honest_1,p0996,68
1692,limping llama; friendly frog,trust_honest_1,p1011,65
1693,limping llama; friendly frog,trust_honest_1,p1017,65
1694,limping llama; friendly frog,trust_honest_1,p1020,75
1695,limping llama; friendly frog,trust_honest_1,p1022,75
1696,limping llama; friendly frog,trust_honest_1,p1024,45
1697,limping llama; friendly frog,trust_honest_1,p1027,75
1698,limping llama; friendly frog,trust_honest_1,p1028,75
1699,limping llama; friendly frog,trust_honest_1,p1029,62
1700,limping llama; friendly frog,trust_honest_1,p1032,65
1701,limping llama; friendly frog,trust_honest_1,p1040,65
1702,limping llama; friendly frog,trust_honest_1,p1047,65
1703,limping llama; friendly frog,trust_honest_1,p1048,65
1704,limping llama; friendly frog,trust_honest_1,p1053,68
1705,limping llama; friendly frog,trust_honest_1,p1057,65
1706,limping llama; friendly frog,trust_honest_1,p1058,65
1707,limping llama; friendly frog,trust_honest_1,p1063,65
1708,limping llama; friendly frog,trust_honest_1,p1064,75
1709,limping llama; friendly frog,trust_honest_1,p1065,65
1710,limping llama; friendly frog,trust_honest_1,p1069,65
1711,limping llama; friendly frog,trust_honest_1,p1072,75
1712,limping llama; friendly frog,trust_honest_1,p1073,72
1713,limping llama; friendly frog,trust_honest_1,p1075,68
1714,limping llama; friendly frog,trust_honest_1,p1076,55
1715,limping llama; friendly frog,trust_honest_1,p1083,65
1716,limping llama; friendly frog,trust_honest_1,p1089,75
1717,limping llama; friendly frog,trust_honest_1,p1093,75
1718,limping llama; friendly frog,trust_honest_1,p1096,75
1719,limping llama; friendly frog,trust_honest_1,p1100,65
1720,limping llama; friendly frog,trust_honest_1,p1106,75
1721,limping llama; friendly frog,trust_honest_1,p1107,65
1722,limping llama; friendly frog,trust_honest_1,p1113,65
1723,limping llama; friendly frog,trust_honest_1,p1117,45
1724,limping llama; friendly frog,trust_honest_1,p1120,68
1725,limping llama; friendly frog,trust_honest_1,p1134,65
1726,limping llama; friendly frog,trust_honest_1,p1136,58
1727,limping llama; friendly frog,trust_honest_1,p1138,75
1728,limping llama; friendly frog,trust_honest_1,p1144,65
1729,limping llama; friendly frog,trust_honest_1,p1145,75
1730,limping llama; friendly frog,trust_honest_1,p1147,75
1731,limping llama; friendly frog,trust_honest_1,p1148,75
1732,limping llama; friendly frog,trust_honest_1,p1154,75
1733,limping llama; friendly frog,trust_honest_1,p1159,75
1734,limping llama; friendly frog,trust_honest_1,p1167,75
1735,limping llama; friendly frog,trust_honest_1,p1175,78
1736,limping llama; friendly frog,trust_honest_1,p1178,68
1737,limping llama; friendly frog,trust_honest_1,p1184,65
1738,limping llama; friendly frog,trust_honest_1,p1186,78
1739,limping llama; friendly frog,trust_honest_1,p1196,65
1740,limping llama; friendly frog,trust_honest_1,p1197,65
1741,limping llama; friendly frog,trust_honest_1,p1203,72
1742,limping llama; friendly frog,trust_honest_1,p1219,62
1743,limping llama; friendly frog,trust_honest_1,p1225,68
1744,limping llama; friendly frog,trust_honest_1,p1234,65
1745,limping llama; friendly frog,trust_honest_1,p1242,65
1746,limping llama; friendly frog,trust_honest_1,p1244,65
1747,limping llama; friendly frog,trust_honest_1,p1249,65
1748,limping llama; friendly frog,trust_honest_1,p1250,65
1749,limping llama; friendly frog,trust_honest_1,p1256,65
1750,limping llama; friendly frog,trust_honest_1,p1258,78
1751,limping llama; friendly frog,trust_honest_1,p1260,68
1752,limping llama; friendly frog,trust_honest_1,p1262,65
1753,limping llama; friendly frog,trust_honest_1,p1264,65
1754,limping llama; friendly frog,trust_honest_1,p1265,75
1755,limping llama; friendly frog,trust_honest_1,p1269,65
1756,limping llama; friendly frog,trust_honest_1,p1272,65
1757,limping llama; friendly frog,trust_honest_1,p1278,75
1758,limping llama; friendly frog,trust_honest_1,p1281,65
1759,limping llama; friendly frog,trust_honest_1,p1292,65
1760,limping llama; friendly frog,trust_honest_1,p1299,68
1761,limping llama; friendly frog,trust_honest_1,p1312,68
1762,limping llama; friendly frog,trust_honest_1,p1322,75
1763,limping llama; friendly frog,trust_honest_1,p1326,75
1764,limping llama; friendly frog,trust_honest_1,p1330,75
1765,limping llama; friendly frog,trust_honest_1,p1335,75
1766,limping llama; friendly frog,trust_honest_1,p1337,75
1767,limping llama; friendly frog,trust_honest_1,p1340,78
1768,limping llama; friendly frog,trust_honest_1,p1345,75
1769,limping llama; friendly frog,trust_honest_1,p1351,65
1770,limping llama; friendly frog,trust_honest_1,p1355,62
1771,limping llama; friendly frog,trust_honest_1,p1362,65
1772,limping llama; friendly frog,trust_honest_1,p1365,68
1773,limping llama; friendly frog,trust_honest_1,p1366,65
1774,limping llama; friendly frog,trust_honest_1,p1367,65
1775,limping llama; friendly frog,trust_honest_1,p1370,65
1776,limping llama; friendly frog,trust_honest_1,p1371,75
1777,limping llama; friendly frog,trust_honest_1,p1373,65
1778,limping llama; friendly frog,trust_honest_1,p1375,65
1779,limping llama; friendly frog,trust_honest_1,p1376,65
1780,limping llama; friendly frog,trust_honest_1,p1379,65
1781,limping llama; friendly frog,trust_honest_1,p1381,55
1782,limping llama; friendly frog,trust_honest_1,p1393,75
1783,limping llama; friendly frog,trust_honest_1,p1396,75
1784,limping llama; friendly frog,trust_honest_1,p1398,75
1785,limping llama; friendly frog,trust_honest_1,p1404,65
1786,limping llama; friendly frog,trust_honest_1,p1406,65
1787,limping llama; friendly frog,trust_honest_1,p1407,62
1788,limping llama; friendly frog,trust_honest_1,p1409,65
1789,limping llama; friendly frog,trust_honest_1,p1412,75
1790,limping llama; friendly frog,trust_honest_1,p1414,78
1791,limping llama; friendly frog,trust_honest_1,p1424,65
1792,limping llama; friendly frog,trust_honest_1,p1425,68
1793,limping llama; friendly frog,trust_honest_1,p1429,68
1794,limping llama; friendly frog,trust_honest_1,p1434,75
1795,limping llama; friendly frog,trust_honest_1,p1441,65
1796,limping llama; friendly frog,trust_honest_1,p1445,65
1797,limping llama; friendly frog,trust_honest_1,p1450,75
1798,limping llama; friendly frog,trust_honest_1,p1454,65
1799,limping llama; friendly frog,trust_honest_1,p1456,65
1800,limping llama; friendly frog,trust_honest_1,p1457,65
1801,limping llama; friendly frog,trust_honest_1,p1458,78
1802,limping llama; friendly frog,trust_honest_1,p1469,65
1803,limping llama; friendly frog,trust_honest_1,p1470,65
1804,limping llama; friendly frog,trust_honest_1,p1481,65
1805,limping llama; friendly frog,trust_honest_1,p1488,75
1806,limping llama; friendly frog,trust_honest_1,p1492,65
1807,limping llama; friendly frog,trust_honest_1,p1495,65
1808,limping llama; friendly frog,trust_honest_1,p1497,65
1809,limping llama; friendly frog,trust_honest_1,p1499,65
1810,limping llama; friendly frog,trust_honest_1,p1503,75
1811,limping llama; friendly frog,trust_honest_1,p1511,75
1812,limping llama; friendly frog,trust_honest_1,p1512,65
1813,limping llama; friendly frog,trust_honest_1,p1518,65
1814,limping llama; friendly frog,trust_honest_1,p1519,75
1815,limping llama; friendly frog,trust_honest_1,p1520,65
1816,limping llama; friendly frog,trust_honest_1,p1524,75
1817,limping llama; friendly frog,trust_honest_1,p1526,65
1818,limping llama; friendly frog,trust_honest_1,p1537,65
1819,limping llama; friendly frog,trust_honest_1,p1545,75
1820,limping llama; friendly frog,trust_honest_1,p1547,75
1821,limping llama; friendly frog,trust_honest_1,p1552,65
1822,limping llama; friendly frog,trust_honest_1,p1567,65
1823,limping llama; friendly frog,trust_honest_1,p1568,65
1824,limping llama; friendly frog,trust_honest_1,p1579,45
1825,limping llama; friendly frog,trust_honest_1,p1587,45
1826,limping llama; friendly frog,trust_honest_1,p1596,65
1827,limping llama; friendly frog,trust_honest_1,p1600,75
1828,limping llama; friendly frog,trust_honest_1,p1603,68
1829,limping llama; friendly frog,trust_honest_1,p1604,68
1830,limping llama; friendly frog,trust_honest_1,p1610,65
1831,limping llama; friendly frog,trust_honest_1,p1618,65
1832,limping llama; friendly frog,trust_honest_1,p1619,75
1833,limping llama; friendly frog,trust_honest_1,p1622,68
1834,limping llama; friendly frog,trust_honest_1,p1623,65
1835,limping llama; friendly frog,trust_honest_1,p1630,45
1836,limping llama; friendly frog,trust_honest_1,p1641,65
1837,limping llama; friendly frog,trust_honest_1,p1649,65
1838,limping llama; friendly frog,trust_honest_1,p1652,65
1839,limping llama; friendly frog,trust_honest_1,p1665,68
1840,limping llama; friendly frog,trust_honest_1,p1669,65
1841,limping llama; friendly frog,trust_honest_1,p1685,65
1842,limping llama; friendly frog,trust_honest_1,p1693,72
1843,limping llama; friendly frog,trust_honest_1,p1698,65
1844,limping llama; friendly frog,trust_honest_1,p1704,68
1845,limping llama; friendly frog,trust_honest_1,p1711,75
1846,limping llama; friendly frog,trust_honest_1,p1718,62
1847,limping llama; friendly frog,trust_honest_1,p1732,65
1848,limping llama; friendly frog,trust_honest_1,p1739,75
1849,limping llama; friendly frog,trust_honest_1,p1741,75
1850,limping llama; friendly frog,trust_honest_1,p1746,62
