,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p0016,75
6870,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1873,20
6871,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1875,20
6872,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1876,15
6873,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1877,15
6874,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1880,20
6875,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1883,15
6876,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1889,20
6877,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1893,15
6878,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1896,15
6879,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1913,20
6880,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1922,10
6881,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1930,15
6882,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1935,18
6883,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1940,18
6884,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1948,20
6885,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1950,20
6886,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1954,20
6887,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1956,20
6888,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1958,17
6889,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1967,20
6890,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1973,10
6891,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1978,17
6892,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1983,18
6893,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1984,25
6894,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1995,17
6895,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1996,19
6896,crushing chicken; gross grasshopper; homely halibut,distrust_1,p1997,18
6897,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2001,18
6898,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2002,17
6899,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2013,15
6900,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2014,20
6901,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2016,15
6902,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2018,25
6903,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2023,15
6904,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2025,11
6905,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2028,18
6906,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2030,17
6907,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2033,19
6908,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2040,25
6909,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2051,15
6910,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2052,15
6911,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2066,18
6912,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2067,15
6913,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2073,15
6914,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2077,20
6915,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2078,18
6916,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2086,15
6917,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2089,15
6918,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2093,20
6919,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2094,15
6920,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2111,20
6921,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2117,15
6922,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2121,19
6923,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2127,15
6924,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2141,15
6925,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2142,25
6926,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2143,15
6927,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2153,18
6928,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2155,20
6929,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2169,20
6930,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2187,18
6931,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2188,18
6932,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2197,20
6933,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2213,25
6934,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2214,23
6935,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2215,18
6936,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2220,20
6937,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2223,20
6938,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2229,23
6939,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2234,15
6940,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2237,17
6941,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2238,18
6942,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2244,18
6943,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2248,18
6944,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2252,15
6945,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2255,20
6946,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2261,25
6947,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2263,23
6948,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2273,18
6949,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2275,20
6950,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2276,23
6951,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2283,20
6952,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2287,17
6953,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2296,20
6954,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2298,23
6955,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2304,17
6956,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2310,25
6957,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2322,25
6958,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2326,18
6959,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2330,23
6960,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2331,15
6961,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2333,20
6962,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2347,17
6963,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2350,23
6964,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2351,23
6965,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2353,17
6966,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2355,15
6967,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2363,17
6968,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2378,18
6969,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2380,15
6970,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2387,23
6971,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2398,18
6972,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2400,15
6973,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2403,15
6974,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2408,25
6975,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2418,18
6976,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2426,15
6977,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2428,25
6978,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2434,18
6979,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2446,18
6980,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2452,23
6981,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2454,23
6982,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2462,20
6983,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2467,25
6984,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2482,20
6985,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2489,17
6986,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2490,17
6987,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2494,20
6988,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2502,17
6989,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2503,18
6990,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2522,15
6991,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2524,15
6992,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2533,17
6993,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2566,20
6994,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2571,20
6995,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2573,23
6996,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2582,18
6997,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2591,17
6998,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2592,17
6999,crushing chicken; gross grasshopper; homely halibut,distrust_1,p2595,25
7000,crushing chicken; gross grasshopper; homely halibut,funding_5,p0016,45
7001,crushing chicken; gross grasshopper; homely halibut,funding_5,p0022,45
7002,crushing chicken; gross grasshopper; homely halibut,funding_5,p0023,35
7003,crushing chicken; gross grasshopper; homely halibut,funding_5,p0026,45
7004,crushing chicken; gross grasshopper; homely halibut,funding_5,p0034,35
7005,crushing chicken; gross grasshopper; homely halibut,funding_5,p0036,45
7006,crushing chicken; gross grasshopper; homely halibut,funding_5,p0037,45
7007,crushing chicken; gross grasshopper; homely halibut,funding_5,p0042,45
7008,crushing chicken; gross grasshopper; homely halibut,funding_5,p0057,35
7009,crushing chicken; gross grasshopper; homely halibut,funding_5,p0066,35
7010,crushing chicken; gross grasshopper; homely halibut,funding_5,p0069,35
7011,crushing chicken; gross grasshopper; homely halibut,funding_5,p0072,35
7012,crushing chicken; gross grasshopper; homely halibut,funding_5,p0073,35
7013,crushing chicken; gross grasshopper; homely halibut,funding_5,p0082,45
7014,crushing chicken; gross grasshopper; homely halibut,funding_5,p0091,25
7015,crushing chicken; gross grasshopper; homely halibut,funding_5,p0092,35
7016,crushing chicken; gross grasshopper; homely halibut,funding_5,p0093,35
7017,crushing chicken; gross grasshopper; homely halibut,funding_5,p0095,35
7018,crushing chicken; gross grasshopper; homely halibut,funding_5,p0107,45
7019,crushing chicken; gross grasshopper; homely halibut,funding_5,p0114,35
7020,crushing chicken; gross grasshopper; homely halibut,funding_5,p0116,35
7021,crushing chicken; gross grasshopper; homely halibut,funding_5,p0118,45
7022,crushing chicken; gross grasshopper; homely halibut,funding_5,p0119,35
7023,crushing chicken; gross grasshopper; homely halibut,funding_5,p0126,45
7024,crushing chicken; gross grasshopper; homely halibut,funding_5,p0129,35
7025,crushing chicken; gross grasshopper; homely halibut,funding_5,p0136,45
7026,crushing chicken; gross grasshopper; homely halibut,funding_5,p0138,35
7027,crushing chicken; gross grasshopper; homely halibut,funding_5,p0144,45
7028,crushing chicken; gross grasshopper; homely halibut,funding_5,p0150,35
7029,crushing chicken; gross grasshopper; homely halibut,funding_5,p0152,45
7030,crushing chicken; gross grasshopper; homely halibut,funding_5,p0158,35
7031,crushing chicken; gross grasshopper; homely halibut,funding_5,p0161,35
7032,crushing chicken; gross grasshopper; homely halibut,funding_5,p0164,35
7033,crushing chicken; gross grasshopper; homely halibut,funding_5,p0175,35
7034,crushing chicken; gross grasshopper; homely halibut,funding_5,p0177,45
7035,crushing chicken; gross grasshopper; homely halibut,funding_5,p0178,35
7036,crushing chicken; gross grasshopper; homely halibut,funding_5,p0181,65
7037,crushing chicken; gross grasshopper; homely halibut,funding_5,p0186,45
7038,crushing chicken; gross grasshopper; homely halibut,funding_5,p0196,35
7039,crushing chicken; gross grasshopper; homely halibut,funding_5,p0198,45
7040,crushing chicken; gross grasshopper; homely halibut,funding_5,p0202,45
7041,crushing chicken; gross grasshopper; homely halibut,funding_5,p0205,45
7042,crushing chicken; gross grasshopper; homely halibut,funding_5,p0207,35
7043,crushing chicken; gross grasshopper; homely halibut,funding_5,p0211,35
7044,crushing chicken; gross grasshopper; homely halibut,funding_5,p0227,35
7045,crushing chicken; gross grasshopper; homely halibut,funding_5,p0229,45
7046,crushing chicken; gross grasshopper; homely halibut,funding_5,p0232,35
7047,crushing chicken; gross grasshopper; homely halibut,funding_5,p0233,35
7048,crushing chicken; gross grasshopper; homely halibut,funding_5,p0237,35
7049,crushing chicken; gross grasshopper; homely halibut,funding_5,p0258,45
7050,crushing chicken; gross grasshopper; homely halibut,funding_5,p0268,35
7051,crushing chicken; gross grasshopper; homely halibut,funding_5,p0274,35
7052,crushing chicken; gross grasshopper; homely halibut,funding_5,p0275,35
7053,crushing chicken; gross grasshopper; homely halibut,funding_5,p0277,35
7054,crushing chicken; gross grasshopper; homely halibut,funding_5,p0288,35
7055,crushing chicken; gross grasshopper; homely halibut,funding_5,p0291,35
7056,crushing chicken; gross grasshopper; homely halibut,funding_5,p0307,35
7057,crushing chicken; gross grasshopper; homely halibut,funding_5,p0308,45
7058,crushing chicken; gross grasshopper; homely halibut,funding_5,p0317,35
7059,crushing chicken; gross grasshopper; homely halibut,funding_5,p0325,45
7060,crushing chicken; gross grasshopper; homely halibut,funding_5,p0327,35
7061,crushing chicken; gross grasshopper; homely halibut,funding_5,p0334,35
7062,crushing chicken; gross grasshopper; homely halibut,funding_5,p0336,45
7063,crushing chicken; gross grasshopper; homely halibut,funding_5,p0338,35
7064,crushing chicken; gross grasshopper; homely halibut,funding_5,p0342,35
7065,crushing chicken; gross grasshopper; homely halibut,funding_5,p0349,35
7066,crushing chicken; gross grasshopper; homely halibut,funding_5,p0356,35
7067,crushing chicken; gross grasshopper; homely halibut,funding_5,p0358,35
