,condition,outcome,persona,response
0,giant gibbon; brick bobcat,trust_competent_1,p0016,78
3906,giant gibbon; brick bobcat,trust_improve_1,p2030,82
3907,giant gibbon; brick bobcat,trust_improve_1,p2033,78
3908,giant gibbon; brick bobcat,trust_improve_1,p2040,65
3909,giant gibbon; brick bobcat,trust_improve_1,p2051,75
3910,giant gibbon; brick bobcat,trust_improve_1,p2052,78
3911,giant gibbon; brick bobcat,trust_improve_1,p2066,68
3912,giant gibbon; brick bobcat,trust_improve_1,p2067,85
3913,giant gibbon; brick bobcat,trust_improve_1,p2073,85
3914,giant gibbon; brick bobcat,trust_improve_1,p2077,75
3915,giant gibbon; brick bobcat,trust_improve_1,p2078,75
3916,giant gibbon; brick bobcat,trust_improve_1,p2086,82
3917,giant gibbon; brick bobcat,trust_improve_1,p2089,82
3918,giant gibbon; brick bobcat,trust_improve_1,p2093,65
3919,giant gibbon; brick bobcat,trust_improve_1,p2094,85
3920,giant gibbon; brick bobcat,trust_improve_1,p2111,75
3921,giant gibbon; brick bobcat,trust_improve_1,p2117,78
3922,giant gibbon; brick bobcat,trust_improve_1,p2121,78
3923,giant gibbon; brick bobcat,trust_improve_1,p2127,78
3924,giant gibbon; brick bobcat,trust_improve_1,p2141,75
3925,giant gibbon; brick bobcat,trust_improve_1,p2142,45
3926,giant gibbon; brick bobcat,trust_improve_1,p2143,82
3927,giant gibbon; brick bobcat,trust_improve_1,p2153,78
3928,giant gibbon; brick bobcat,trust_improve_1,p2155,65
3929,giant gibbon; brick bobcat,trust_improve_1,p2169,68
3930,giant gibbon; brick bobcat,trust_improve_1,p2187,78
3931,giant gibbon; brick bobcat,trust_improve_1,p2188,78
3932,giant gibbon; brick bobcat,trust_improve_1,p2197,75
3933,giant gibbon; brick bobcat,trust_improve_1,p2213,65
3934,giant gibbon; brick bobcat,trust_improve_1,p2214,75
3935,giant gibbon; brick bobcat,trust_improve_1,p2215,78
3936,giant gibbon; brick bobcat,trust_improve_1,p2220,78
3937,giant gibbon; brick bobcat,trust_improve_1,p2223,72
3938,giant gibbon; brick bobcat,trust_improve_1,p2229,78
3939,giant gibbon; brick bobcat,trust_improve_1,p2234,85
3940,giant gibbon; brick bobcat,trust_improve_1,p2237,85
3941,giant gibbon; brick bobcat,trust_improve_1,p2238,78
3942,giant gibbon; brick bobcat,trust_improve_1,p2244,78
3943,giant gibbon; brick bobcat,trust_improve_1,p2248,78
3944,giant gibbon; brick bobcat,trust_improve_1,p2252,85
3945,giant gibbon; brick bobcat,trust_improve_1,p2255,55
3946,giant gibbon; brick bobcat,trust_improve_1,p2261,65
3947,giant gibbon; brick bobcat,trust_improve_1,p2263,78
3948,giant gibbon; brick bobcat,trust_improve_1,p2273,78
3949,giant gibbon; brick bobcat,trust_improve_1,p2275,78
3950,giant gibbon; brick bobcat,trust_improve_1,p2276,68
3951,giant gibbon; brick bobcat,trust_improve_1,p2283,65
3952,giant gibbon; brick bobcat,trust_improve_1,p2287,78
3953,giant gibbon; brick bobcat,trust_improve_1,p2296,65
3954,giant gibbon; brick bobcat,trust_improve_1,p2298,75
3955,giant gibbon; brick bobcat,trust_improve_1,p2304,85
3956,giant gibbon; brick bobcat,trust_improve_1,p2310,68
3957,giant gibbon; brick bobcat,trust_improve_1,p2322,68
3958,giant gibbon; brick bobcat,trust_improve_1,p2326,78
3959,giant gibbon; brick bobcat,trust_improve_1,p2330,75
3960,giant gibbon; brick bobcat,trust_improve_1,p2331,85
3961,giant gibbon; brick bobcat,trust_improve_1,p2333,78
3962,giant gibbon; brick bobcat,trust_improve_1,p2347,85
3963,giant gibbon; brick bobcat,trust_improve_1,p2350,75
3964,giant gibbon; brick bobcat,trust_improve_1,p2351,78
3965,giant gibbon; brick bobcat,trust_improve_1,p2353,78
3966,giant gibbon; brick bobcat,trust_improve_1,p2355,75
3967,giant gibbon; brick bobcat,trust_improve_1,p2363,75
3968,giant gibbon; brick bobcat,trust_improve_1,p2378,82
3969,giant gibbon; brick bobcat,trust_improve_1,p2380,85
3970,giant gibbon; brick bobcat,trust_improve_1,p2387,75
3971,giant gibbon; brick bobcat,trust_improve_1,p2398,78
3972,giant gibbon; brick bobcat,trust_improve_1,p2400,85
3973,giant gibbon; brick bobcat,trust_improve_1,p2403,85
3974,giant gibbon; brick bobcat,trust_improve_1,p2408,55
3975,giant gibbon; brick bobcat,trust_improve_1,p2418,78
3976,giant gibbon; brick bobcat,trust_improve_1,p2426,78
3977,giant gibbon; brick bobcat,trust_improve_1,p2428,68
3978,giant gibbon; brick bobcat,trust_improve_1,p2434,85
3979,giant gibbon; brick bobcat,trust_improve_1,p2446,65
3980,giant gibbon; brick bobcat,trust_improve_1,p2452,75
3981,giant gibbon; brick bobcat,trust_improve_1,p2454,75
3982,giant gibbon; brick bobcat,trust_improve_1,p2462,75
3983,giant gibbon; brick bobcat,trust_improve_1,p2467,45
3984,giant gibbon; brick bobcat,trust_improve_1,p2482,75
3985,giant gibbon; brick bobcat,trust_improve_1,p2489,75
3986,giant gibbon; brick bobcat,trust_improve_1,p2490,78
3987,giant gibbon; brick bobcat,trust_improve_1,p2494,65
3988,giant gibbon; brick bobcat,trust_improve_1,p2502,82
3989,giant gibbon; brick bobcat,trust_improve_1,p2503,78
3990,giant gibbon; brick bobcat,trust_improve_1,p2522,85
3991,giant gibbon; brick bobcat,trust_improve_1,p2524,85
3992,giant gibbon; brick bobcat,trust_improve_1,p2533,65
3993,giant gibbon; brick bobcat,trust_improve_1,p2566,75
3994,giant gibbon; brick bobcat,trust_improve_1,p2571,82
3995,giant gibbon; brick bobcat,trust_improve_1,p2573,68
3996,giant gibbon; brick bobcat,trust_improve_1,p2582,78
3997,giant gibbon; brick bobcat,trust_improve_1,p2591,78
3998,giant gibbon; brick bobcat,trust_improve_1,p2592,78
3999,giant gibbon; brick bobcat,trust_improve_1,p2595,65
4000,giant gibbon; brick bobcat,trust_considerate_1,p0016,78
4001,giant gibbon; brick bobcat,trust_considerate_1,p0022,75
4002,giant gibbon; brick bobcat,trust_considerate_1,p0023,82
4003,giant gibbon; brick bobcat,trust_considerate_1,p0026,75
4004,giant gibbon; brick bobcat,trust_considerate_1,p0034,68
4005,giant gibbon; brick bobcat,trust_considerate_1,p0036,75
4006,giant gibbon; brick bobcat,trust_considerate_1,p0037,75
4007,giant gibbon; brick bobcat,trust_considerate_1,p0042,78
4008,giant gibbon; brick bobcat,trust_considerate_1,p0057,72
4009,giant gibbon; brick bobcat,trust_considerate_1,p0066,78
4010,giant gibbon; brick bobcat,trust_considerate_1,p0069,75
4011,giant gibbon; brick bobcat,trust_considerate_1,p0072,85
4012,giant gibbon; brick bobcat,trust_considerate_1,p0073,78
4013,giant gibbon; brick bobcat,trust_considerate_1,p0082,78
4014,giant gibbon; brick bobcat,trust_considerate_1,p0091,82
4015,giant gibbon; brick bobcat,trust_considerate_1,p0092,72
4016,giant gibbon; brick bobcat,trust_considerate_1,p0093,78
4017,giant gibbon; brick bobcat,trust_considerate_1,p0095,78
4018,giant gibbon; brick bobcat,trust_considerate_1,p0107,68
4019,giant gibbon; brick bobcat,trust_considerate_1,p0114,78
4020,giant gibbon; brick bobcat,trust_considerate_1,p0116,68
4021,giant gibbon; brick bobcat,trust_considerate_1,p0118,65
4022,giant gibbon; brick bobcat,trust_considerate_1,p0119,75
4023,giant gibbon; brick bobcat,trust_considerate_1,p0126,78
4024,giant gibbon; brick bobcat,trust_considerate_1,p0129,82
4025,giant gibbon; brick bobcat,trust_considerate_1,p0136,65
4026,giant gibbon; brick bobcat,trust_considerate_1,p0138,68
4027,giant gibbon; brick bobcat,trust_considerate_1,p0144,72
4028,giant gibbon; brick bobcat,trust_considerate_1,p0150,72
4029,giant gibbon; brick bobcat,trust_considerate_1,p0152,75
4030,giant gibbon; brick bobcat,trust_considerate_1,p0158,68
4031,giant gibbon; brick bobcat,trust_considerate_1,p0161,75
4032,giant gibbon; brick bobcat,trust_considerate_1,p0164,72
4033,giant gibbon; brick bobcat,trust_considerate_1,p0175,75
4034,giant gibbon; brick bobcat,trust_considerate_1,p0177,78
4035,giant gibbon; brick bobcat,trust_considerate_1,p0178,78
4036,giant gibbon; brick bobcat,trust_considerate_1,p0181,68
4037,giant gibbon; brick bobcat,trust_considerate_1,p0186,72
4038,giant gibbon; brick bobcat,trust_considerate_1,p0196,78
4039,giant gibbon; brick bobcat,trust_considerate_1,p0198,78
4040,giant gibbon; brick bobcat,trust_considerate_1,p0202,78
4041,giant gibbon; brick bobcat,trust_considerate_1,p0205,72
4042,giant gibbon; brick bobcat,trust_considerate_1,p0207,72
4043,giant gibbon; brick bobcat,trust_considerate_1,p0211,68
4044,giant gibbon; brick bobcat,trust_considerate_1,p0227,82
4045,giant gibbon; brick bobcat,trust_considerate_1,p0229,72
4046,giant gibbon; brick bobcat,trust_considerate_1,p0232,78
4047,giant gibbon; brick bobcat,trust_considerate_1,p0233,68
4048,giant gibbon; brick bobcat,trust_considerate_1,p0237,82
4049,giant gibbon; brick bobcat,trust_considerate_1,p0258,75
4050,giant gibbon; brick bobcat,trust_considerate_1,p0268,65
4051,giant gibbon; brick bobcat,trust_considerate_1,p0274,78
4052,giant gibbon; brick bobcat,trust_considerate_1,p0275,45
4053,giant gibbon; brick bobcat,trust_considerate_1,p0277,68
4054,giant gibbon; brick bobcat,trust_considerate_1,p0288,75
4055,giant gibbon; brick bobcat,trust_considerate_1,p0291,78
4056,giant gibbon; brick bobcat,trust_considerate_1,p0307,68
4057,giant gibbon; brick bobcat,trust_considerate_1,p0308,78
4058,giant gibbon; brick bobcat,trust_considerate_1,p0317,68
4059,giant gibbon; brick bobcat,trust_considerate_1,p0325,82
4060,giant gibbon; brick bobcat,trust_considerate_1,p0327,82
4061,giant gibbon; brick bobcat,trust_considerate_1,p0334,78
4062,giant gibbon; brick bobcat,trust_considerate_1,p0336,78
4063,giant gibbon; brick bobcat,trust_considerate_1,p0338,65
4064,giant gibbon; brick bobcat,trust_considerate_1,p0342,78
4065,giant gibbon; brick bobcat,trust_considerate_1,p0349,68
4066,giant gibbon; brick bobcat,trust_considerate_1,p0356,78
4067,giant gibbon; brick bobcat,trust_considerate_1,p0358,78
4068,giant gibbon; brick bobcat,trust_considerate_1,p0363,78
4069,giant gibbon; brick bobcat,trust_considerate_1,p0364,78
4070,giant gibbon; brick bobcat,trust_considerate_1,p0369,82
4071,giant gibbon; brick bobcat,trust_considerate_1,p0370,68
4072,giant gibbon; brick bobcat,trust_considerate_1,p0371,78
4073,giant gibbon; brick bobcat,trust_considerate_1,p0379,68
4074,giant gibbon; brick bobcat,trust_considerate_1,p0386,78
4075,giant gibbon; brick bobcat,trust_considerate_1,p0396,78
4076,giant gibbon; brick bobcat,trust_considerate_1,p0403,78
4077,giant gibbon; brick bobcat,trust_considerate_1,p0405,78
4078,giant gibbon; brick bobcat,trust_considerate_1,p0412,78
4079,giant gibbon; brick bobcat,trust_considerate_1,p0415,65
4080,giant gibbon; brick bobcat,trust_considerate_1,p0416,78
4081,giant gibbon; brick bobcat,trust_considerate_1,p0417,78
4082,giant gibbon; brick bobcat,trust_considerate_1,p0418,68
4083,giant gibbon; brick bobcat,trust_considerate_1,p0430,78
4084,giant gibbon; brick bobcat,trust_considerate_1,p0431,85
4085,giant gibbon; brick bobcat,trust_considerate_1,p0434,45
4086,giant gibbon; brick bobcat,trust_considerate_1,p0438,82
4087,giant gibbon; brick bobcat,trust_considerate_1,p0441,78
4088,giant gibbon; brick bobcat,trust_considerate_1,p0442,55
4089,giant gibbon; brick bobcat,trust_considerate_1,p0449,65
4090,giant gibbon; brick bobcat,trust_considerate_1,p0450,85
4091,giant gibbon; brick bobcat,trust_considerate_1,p0465,72
4092,giant gibbon; brick bobcat,trust_considerate_1,p0471,78
4093,giant gibbon; brick bobcat,trust_considerate_1,p0477,78
4094,giant gibbon; brick bobcat,trust_considerate_1,p0483,78
4095,giant gibbon; brick bobcat,trust_considerate_1,p0486,78
4096,giant gibbon; brick bobcat,trust_considerate_1,p0487,78
4097,giant gibbon; brick bobcat,trust_considerate_1,p0489,78
4098,giant gibbon; brick bobcat,trust_considerate_1,p0497,75
4099,giant gibbon; brick bobcat,trust_considerate_1,p0502,78
4100,giant gibbon; brick bobcat,trust_considerate_1,p0503,78
4101,giant gibbon; brick bobcat,trust_considerate_1,p0506,68
4102,giant gibbon; brick bobcat,trust_considerate_1,p0511,75
4103,giant gibbon; brick bobcat,trust_considerate_1,p0523,78
4104,giant gibbon; brick bobcat,trust_considerate_1,p0534,82
4105,giant gibbon; brick bobcat,trust_considerate_1,p0536,78
4106,giant gibbon; brick bobcat,trust_considerate_1,p0542,68
4107,giant gibbon; brick bobcat,trust_considerate_1,p0547,78
4108,giant gibbon; brick bobcat,trust_considerate_1,p0553,78
4109,giant gibbon; brick bobcat,trust_considerate_1,p0559,78
4110,giant gibbon; brick bobcat,trust_considerate_1,p0566,75
4111,giant gibbon; brick bobcat,trust_considerate_1,p0568,78
4112,giant gibbon; brick bobcat,trust_considerate_1,p0570,55
4113,giant gibbon; brick bobcat,trust_considerate_1,p0573,78
4114,giant gibbon; brick bobcat,trust_considerate_1,p0578,72
4115,giant gibbon; brick bobcat,trust_considerate_1,p0594,68
4116,giant gibbon; brick bobcat,trust_considerate_1,p0597,78
4117,giant gibbon; brick bobcat,trust_considerate_1,p0601,75
4118,giant gibbon; brick bobcat,trust_considerate_1,p0602,68
4119,giant gibbon; brick bobcat,trust_considerate_1,p0605,75
4120,giant gibbon; brick bobcat,trust_considerate_1,p0615,68
4121,giant gibbon; brick bobcat,trust_considerate_1,p0620,78
4122,giant gibbon; brick bobcat,trust_considerate_1,p0626,75
4123,giant gibbon; brick bobcat,trust_considerate_1,p0629,78
4124,giant gibbon; brick bobcat,trust_considerate_1,p0633,68
4125,giant gibbon; brick bobcat,trust_considerate_1,p0638,78
4126,giant gibbon; brick bobcat,trust_considerate_1,p0639,78
4127,giant gibbon; brick bobcat,trust_considerate_1,p0640,72
4128,giant gibbon; brick bobcat,trust_considerate_1,p0655,75
4129,giant gibbon; brick bobcat,trust_considerate_1,p0656,75
4130,giant gibbon; brick bobcat,trust_considerate_1,p0658,75
4131,giant gibbon; brick bobcat,trust_considerate_1,p0661,72
4132,giant gibbon; brick bobcat,trust_considerate_1,p0669,78
4133,giant gibbon; brick bobcat,trust_considerate_1,p0670,68
4134,giant gibbon; brick bobcat,trust_considerate_1,p0672,78
4135,giant gibbon; brick bobcat,trust_considerate_1,p0674,78
4136,giant gibbon; brick bobcat,trust_considerate_1,p0678,78
4137,giant gibbon; brick bobcat,trust_considerate_1,p0683,78
4138,giant gibbon; brick bobcat,trust_considerate_1,p0686,68
4139,giant gibbon; brick bobcat,trust_considerate_1,p0687,78
4140,giant gibbon; brick bobcat,trust_considerate_1,p0698,75
4141,giant gibbon; brick bobcat,trust_considerate_1,p0700,72
4142,giant gibbon; brick bobcat,trust_considerate_1,p0703,78
4143,giant gibbon; brick bobcat,trust_considerate_1,p0718,78
4144,giant gibbon; brick bobcat,trust_considerate_1,p0744,78
4145,giant gibbon; brick bobcat,trust_considerate_1,p0745,78
4146,giant gibbon; brick bobcat,trust_considerate_1,p0753,68
4147,giant gibbon; brick bobcat,trust_considerate_1,p0770,78
4148,giant gibbon; brick bobcat,trust_considerate_1,p0771,78
4149,giant gibbon; brick bobcat,trust_considerate_1,p0777,85
4150,giant gibbon; brick bobcat,trust_considerate_1,p0779,78
4151,giant gibbon; brick bobcat,trust_considerate_1,p0780,65
4152,giant gibbon; brick bobcat,trust_considerate_1,p0783,68
4153,giant gibbon; brick bobcat,trust_considerate_1,p0785,75
4154,giant gibbon; brick bobcat,trust_considerate_1,p0786,65
4155,giant gibbon; brick bobcat,trust_considerate_1,p0794,55
4156,giant gibbon; brick bobcat,trust_considerate_1,p0798,65
4157,giant gibbon; brick bobcat,trust_considerate_1,p0800,78
4158,giant gibbon; brick bobcat,trust_considerate_1,p0820,68
4159,giant gibbon; brick bobcat,trust_considerate_1,p0841,72
4160,giant gibbon; brick bobcat,trust_considerate_1,p0849,72
4161,giant gibbon; brick bobcat,trust_considerate_1,p0862,85
4162,giant gibbon; brick bobcat,trust_considerate_1,p0867,78
4163,giant gibbon; brick bobcat,trust_considerate_1,p0869,78
4164,giant gibbon; brick bobcat,trust_considerate_1,p0872,78
4165,giant gibbon; brick bobcat,trust_considerate_1,p0880,78
4166,giant gibbon; brick bobcat,trust_considerate_1,p0891,75
4167,giant gibbon; brick bobcat,trust_considerate_1,p0916,78
4168,giant gibbon; brick bobcat,trust_considerate_1,p0917,78
4169,giant gibbon; brick bobcat,trust_considerate_1,p0919,78
4170,giant gibbon; brick bobcat,trust_considerate_1,p0922,72
4171,giant gibbon; brick bobcat,trust_considerate_1,p0925,75
4172,giant gibbon; brick bobcat,trust_considerate_1,p0927,78
4173,giant gibbon; brick bobcat,trust_considerate_1,p0929,72
4174,giant gibbon; brick bobcat,trust_considerate_1,p0930,78
4175,giant gibbon; brick bobcat,trust_considerate_1,p0931,65
4176,giant gibbon; brick bobcat,trust_considerate_1,p0933,72
4177,giant gibbon; brick bobcat,trust_considerate_1,p0934,65
4178,giant gibbon; brick bobcat,trust_considerate_1,p0936,78
4179,giant gibbon; brick bobcat,trust_considerate_1,p0938,78
4180,giant gibbon; brick bobcat,trust_considerate_1,p0939,72
4181,giant gibbon; brick bobcat,trust_considerate_1,p0946,68
4182,giant gibbon; brick bobcat,trust_considerate_1,p0951,75
4183,giant gibbon; brick bobcat,trust_considerate_1,p0956,78
4184,giant gibbon; brick bobcat,trust_considerate_1,p0962,78
4185,giant gibbon; brick bobcat,trust_considerate_1,p0963,78
4186,giant gibbon; brick bobcat,trust_considerate_1,p0969,75
4187,giant gibbon; brick bobcat,trust_considerate_1,p0972,65
4188,giant gibbon; brick bobcat,trust_considerate_1,p0975,72
4189,giant gibbon; brick bobcat,trust_considerate_1,p0985,65
4190,giant gibbon; brick bobcat,trust_considerate_1,p0993,78
4191,giant gibbon; brick bobcat,trust_considerate_1,p0996,68
4192,giant gibbon; brick bobcat,trust_considerate_1,p1011,68
4193,giant gibbon; brick bobcat,trust_considerate_1,p1017,68
4194,giant gibbon; brick bobcat,trust_considerate_1,p1020,75
4195,giant gibbon; brick bobcat,trust_considerate_1,p1022,78
4196,giant gibbon; brick bobcat,trust_considerate_1,p1024,62
4197,giant gibbon; brick bobcat,trust_considerate_1,p1027,78
4198,giant gibbon; brick bobcat,trust_considerate_1,p1028,85
4199,giant gibbon; brick bobcat,trust_considerate_1,p1029,68
4200,giant gibbon; brick bobcat,trust_considerate_1,p1032,78
4201,giant gibbon; brick bobcat,trust_considerate_1,p1040,78
4202,giant gibbon; brick bobcat,trust_considerate_1,p1047,75
4203,giant gibbon; brick bobcat,trust_considerate_1,p1048,68
4204,giant gibbon; brick bobcat,trust_considerate_1,p1053,68
4205,giant gibbon; brick bobcat,trust_considerate_1,p1057,75
4206,giant gibbon; brick bobcat,trust_considerate_1,p1058,75
4207,giant gibbon; brick bobcat,trust_considerate_1,p1063,68
4208,giant gibbon; brick bobcat,trust_considerate_1,p1064,78
4209,giant gibbon; brick bobcat,trust_considerate_1,p1065,65
4210,giant gibbon; brick bobcat,trust_considerate_1,p1069,75
4211,giant gibbon; brick bobcat,trust_considerate_1,p1072,78
4212,giant gibbon; brick bobcat,trust_considerate_1,p1073,75
4213,giant gibbon; brick bobcat,trust_considerate_1,p1075,75
4214,giant gibbon; brick bobcat,trust_considerate_1,p1076,65
4215,giant gibbon; brick bobcat,trust_considerate_1,p1083,68
4216,giant gibbon; brick bobcat,trust_considerate_1,p1089,78
4217,giant gibbon; brick bobcat,trust_considerate_1,p1093,78
4218,giant gibbon; brick bobcat,trust_considerate_1,p1096,78
4219,giant gibbon; brick bobcat,trust_considerate_1,p1100,75
4220,giant gibbon; brick bobcat,trust_considerate_1,p1106,78
4221,giant gibbon; brick bobcat,trust_considerate_1,p1107,68
4222,giant gibbon; brick bobcat,trust_considerate_1,p1113,78
4223,giant gibbon; brick bobcat,trust_considerate_1,p1117,65
4224,giant gibbon; brick bobcat,trust_considerate_1,p1120,72
4225,giant gibbon; brick bobcat,trust_considerate_1,p1134,75
4226,giant gibbon; brick bobcat,trust_considerate_1,p1136,68
4227,giant gibbon; brick bobcat,trust_considerate_1,p1138,75
4228,giant gibbon; brick bobcat,trust_considerate_1,p1144,68
4229,giant gibbon; brick bobcat,trust_considerate_1,p1145,85
