,condition,outcome,persona,response
2425,orchid orangutan; defiant dragonfly,trust_ethical_1,p2142,45
2426,orchid orangutan; defiant dragonfly,trust_ethical_1,p2143,78
2427,orchid orangutan; defiant dragonfly,trust_ethical_1,p2153,72
2428,orchid orangutan; defiant dragonfly,trust_ethical_1,p2155,55
2429,orchid orangutan; defiant dragonfly,trust_ethical_1,p2169,62
2430,orchid orangutan; defiant dragonfly,trust_ethical_1,p2187,75
2431,orchid orangutan; defiant dragonfly,trust_ethical_1,p2188,75
2432,orchid orangutan; defiant dragonfly,trust_ethical_1,p2197,65
2433,orchid orangutan; defiant dragonfly,trust_ethical_1,p2213,65
2434,orchid orangutan; defiant dragonfly,trust_ethical_1,p2214,68
2435,orchid orangutan; defiant dragonfly,trust_ethical_1,p2215,75
2436,orchid orangutan; defiant dragonfly,trust_ethical_1,p2220,72
2437,orchid orangutan; defiant dragonfly,trust_ethical_1,p2223,68
2438,orchid orangutan; defiant dragonfly,trust_ethical_1,p2229,68
2439,orchid orangutan; defiant dragonfly,trust_ethical_1,p2234,85
2440,orchid orangutan; defiant dragonfly,trust_ethical_1,p2237,78
2441,orchid orangutan; defiant dragonfly,trust_ethical_1,p2238,75
2442,orchid orangutan; defiant dragonfly,trust_ethical_1,p2244,75
2443,orchid orangutan; defiant dragonfly,trust_ethical_1,p2248,72
2444,orchid orangutan; defiant dragonfly,trust_ethical_1,p2252,78
2445,orchid orangutan; defiant dragonfly,trust_ethical_1,p2255,25
2446,orchid orangutan; defiant dragonfly,trust_ethical_1,p2261,35
2447,orchid orangutan; defiant dragonfly,trust_ethical_1,p2263,75
2448,orchid orangutan; defiant dragonfly,trust_ethical_1,p2273,72
2449,orchid orangutan; defiant dragonfly,trust_ethical_1,p2275,78
2450,orchid orangutan; defiant dragonfly,trust_ethical_1,p2276,62
2451,orchid orangutan; defiant dragonfly,trust_ethical_1,p2283,45
2452,orchid orangutan; defiant dragonfly,trust_ethical_1,p2287,75
2453,orchid orangutan; defiant dragonfly,trust_ethical_1,p2296,62
2454,orchid orangutan; defiant dragonfly,trust_ethical_1,p2298,68
2455,orchid orangutan; defiant dragonfly,trust_ethical_1,p2304,78
2456,orchid orangutan; defiant dragonfly,trust_ethical_1,p2310,62
2457,orchid orangutan; defiant dragonfly,trust_ethical_1,p2322,45
2458,orchid orangutan; defiant dragonfly,trust_ethical_1,p2326,75
2459,orchid orangutan; defiant dragonfly,trust_ethical_1,p2330,65
2460,orchid orangutan; defiant dragonfly,trust_ethical_1,p2331,78
2461,orchid orangutan; defiant dragonfly,trust_ethical_1,p2333,68
2462,orchid orangutan; defiant dragonfly,trust_ethical_1,p2347,78
2463,orchid orangutan; defiant dragonfly,trust_ethical_1,p2350,68
2464,orchid orangutan; defiant dragonfly,trust_ethical_1,p2351,72
2465,orchid orangutan; defiant dragonfly,trust_ethical_1,p2353,68
2466,orchid orangutan; defiant dragonfly,trust_ethical_1,p2355,75
2467,orchid orangutan; defiant dragonfly,trust_ethical_1,p2363,65
2468,orchid orangutan; defiant dragonfly,trust_ethical_1,p2378,78
2469,orchid orangutan; defiant dragonfly,trust_ethical_1,p2380,78
2470,orchid orangutan; defiant dragonfly,trust_ethical_1,p2387,72
2471,orchid orangutan; defiant dragonfly,trust_ethical_1,p2398,72
2472,orchid orangutan; defiant dragonfly,trust_ethical_1,p2400,78
2473,orchid orangutan; defiant dragonfly,trust_ethical_1,p2403,78
2474,orchid orangutan; defiant dragonfly,trust_ethical_1,p2408,45
2475,orchid orangutan; defiant dragonfly,trust_ethical_1,p2418,75
2476,orchid orangutan; defiant dragonfly,trust_ethical_1,p2426,75
2477,orchid orangutan; defiant dragonfly,trust_ethical_1,p2428,62
2478,orchid orangutan; defiant dragonfly,trust_ethical_1,p2434,78
2479,orchid orangutan; defiant dragonfly,trust_ethical_1,p2446,55
2480,orchid orangutan; defiant dragonfly,trust_ethical_1,p2452,65
2481,orchid orangutan; defiant dragonfly,trust_ethical_1,p2454,65
2482,orchid orangutan; defiant dragonfly,trust_ethical_1,p2462,75
2483,orchid orangutan; defiant dragonfly,trust_ethical_1,p2467,15
2484,orchid orangutan; defiant dragonfly,trust_ethical_1,p2482,68
2485,orchid orangutan; defiant dragonfly,trust_ethical_1,p2489,62
2486,orchid orangutan; defiant dragonfly,trust_ethical_1,p2490,68
2487,orchid orangutan; defiant dragonfly,trust_ethical_1,p2494,62
2488,orchid orangutan; defiant dragonfly,trust_ethical_1,p2502,78
2489,orchid orangutan; defiant dragonfly,trust_ethical_1,p2503,68
2490,orchid orangutan; defiant dragonfly,trust_ethical_1,p2522,75
2491,orchid orangutan; defiant dragonfly,trust_ethical_1,p2524,78
2492,orchid orangutan; defiant dragonfly,trust_ethical_1,p2533,45
2493,orchid orangutan; defiant dragonfly,trust_ethical_1,p2566,68
2494,orchid orangutan; defiant dragonfly,trust_ethical_1,p2571,78
2495,orchid orangutan; defiant dragonfly,trust_ethical_1,p2573,62
2496,orchid orangutan; defiant dragonfly,trust_ethical_1,p2582,75
2497,orchid orangutan; defiant dragonfly,trust_ethical_1,p2591,65
2498,orchid orangutan; defiant dragonfly,trust_ethical_1,p2592,65
2499,orchid orangutan; defiant dragonfly,trust_ethical_1,p2595,45
2500,orchid orangutan; defiant dragonfly,trust_sincere_1,p0016,72
2501,orchid orangutan; defiant dragonfly,trust_sincere_1,p0022,68
2502,orchid orangutan; defiant dragonfly,trust_sincere_1,p0023,85
2503,orchid orangutan; defiant dragonfly,trust_sincere_1,p0026,72
2504,orchid orangutan; defiant dragonfly,trust_sincere_1,p0034,58
2505,orchid orangutan; defiant dragonfly,trust_sincere_1,p0036,62
2506,orchid orangutan; defiant dragonfly,trust_sincere_1,p0037,68
2507,orchid orangutan; defiant dragonfly,trust_sincere_1,p0042,68
2508,orchid orangutan; defiant dragonfly,trust_sincere_1,p0057,62
2509,orchid orangutan; defiant dragonfly,trust_sincere_1,p0066,75
2510,orchid orangutan; defiant dragonfly,trust_sincere_1,p0069,62
2511,orchid orangutan; defiant dragonfly,trust_sincere_1,p0072,78
2512,orchid orangutan; defiant dragonfly,trust_sincere_1,p0073,68
2513,orchid orangutan; defiant dragonfly,trust_sincere_1,p0082,72
2514,orchid orangutan; defiant dragonfly,trust_sincere_1,p0091,78
2515,orchid orangutan; defiant dragonfly,trust_sincere_1,p0092,65
2516,orchid orangutan; defiant dragonfly,trust_sincere_1,p0093,78
2517,orchid orangutan; defiant dragonfly,trust_sincere_1,p0095,75
2518,orchid orangutan; defiant dragonfly,trust_sincere_1,p0107,58
2519,orchid orangutan; defiant dragonfly,trust_sincere_1,p0114,78
2520,orchid orangutan; defiant dragonfly,trust_sincere_1,p0116,62
2521,orchid orangutan; defiant dragonfly,trust_sincere_1,p0118,62
2522,orchid orangutan; defiant dragonfly,trust_sincere_1,p0119,75
2523,orchid orangutan; defiant dragonfly,trust_sincere_1,p0126,68
2524,orchid orangutan; defiant dragonfly,trust_sincere_1,p0129,78
2525,orchid orangutan; defiant dragonfly,trust_sincere_1,p0136,62
2526,orchid orangutan; defiant dragonfly,trust_sincere_1,p0138,62
2527,orchid orangutan; defiant dragonfly,trust_sincere_1,p0144,68
2528,orchid orangutan; defiant dragonfly,trust_sincere_1,p0150,62
2529,orchid orangutan; defiant dragonfly,trust_sincere_1,p0152,68
2530,orchid orangutan; defiant dragonfly,trust_sincere_1,p0158,58
2531,orchid orangutan; defiant dragonfly,trust_sincere_1,p0161,68
2532,orchid orangutan; defiant dragonfly,trust_sincere_1,p0164,58
2533,orchid orangutan; defiant dragonfly,trust_sincere_1,p0175,68
2534,orchid orangutan; defiant dragonfly,trust_sincere_1,p0177,68
2535,orchid orangutan; defiant dragonfly,trust_sincere_1,p0178,78
2536,orchid orangutan; defiant dragonfly,trust_sincere_1,p0181,45
2537,orchid orangutan; defiant dragonfly,trust_sincere_1,p0186,62
2538,orchid orangutan; defiant dragonfly,trust_sincere_1,p0196,68
2539,orchid orangutan; defiant dragonfly,trust_sincere_1,p0198,78
2540,orchid orangutan; defiant dragonfly,trust_sincere_1,p0202,75
2541,orchid orangutan; defiant dragonfly,trust_sincere_1,p0205,62
2542,orchid orangutan; defiant dragonfly,trust_sincere_1,p0207,45
2543,orchid orangutan; defiant dragonfly,trust_sincere_1,p0211,45
2544,orchid orangutan; defiant dragonfly,trust_sincere_1,p0227,78
2545,orchid orangutan; defiant dragonfly,trust_sincere_1,p0229,65
2546,orchid orangutan; defiant dragonfly,trust_sincere_1,p0232,78
2547,orchid orangutan; defiant dragonfly,trust_sincere_1,p0233,65
2548,orchid orangutan; defiant dragonfly,trust_sincere_1,p0237,78
2549,orchid orangutan; defiant dragonfly,trust_sincere_1,p0258,65
2550,orchid orangutan; defiant dragonfly,trust_sincere_1,p0268,45
2551,orchid orangutan; defiant dragonfly,trust_sincere_1,p0274,78
2552,orchid orangutan; defiant dragonfly,trust_sincere_1,p0275,35
2553,orchid orangutan; defiant dragonfly,trust_sincere_1,p0277,55
2554,orchid orangutan; defiant dragonfly,trust_sincere_1,p0288,75
2555,orchid orangutan; defiant dragonfly,trust_sincere_1,p0291,75
2556,orchid orangutan; defiant dragonfly,trust_sincere_1,p0307,62
2557,orchid orangutan; defiant dragonfly,trust_sincere_1,p0308,65
2558,orchid orangutan; defiant dragonfly,trust_sincere_1,p0317,45
2559,orchid orangutan; defiant dragonfly,trust_sincere_1,p0325,78
2560,orchid orangutan; defiant dragonfly,trust_sincere_1,p0327,78
2561,orchid orangutan; defiant dragonfly,trust_sincere_1,p0334,78
2562,orchid orangutan; defiant dragonfly,trust_sincere_1,p0336,72
2563,orchid orangutan; defiant dragonfly,trust_sincere_1,p0338,45
2564,orchid orangutan; defiant dragonfly,trust_sincere_1,p0342,75
2565,orchid orangutan; defiant dragonfly,trust_sincere_1,p0349,62
2566,orchid orangutan; defiant dragonfly,trust_sincere_1,p0356,65
2567,orchid orangutan; defiant dragonfly,trust_sincere_1,p0358,68
2568,orchid orangutan; defiant dragonfly,trust_sincere_1,p0363,68
2569,orchid orangutan; defiant dragonfly,trust_sincere_1,p0364,78
2570,orchid orangutan; defiant dragonfly,trust_sincere_1,p0369,85
2571,orchid orangutan; defiant dragonfly,trust_sincere_1,p0370,58
2572,orchid orangutan; defiant dragonfly,trust_sincere_1,p0371,65
2573,orchid orangutan; defiant dragonfly,trust_sincere_1,p0379,62
2574,orchid orangutan; defiant dragonfly,trust_sincere_1,p0386,78
2575,orchid orangutan; defiant dragonfly,trust_sincere_1,p0396,78
2576,orchid orangutan; defiant dragonfly,trust_sincere_1,p0403,65
2577,orchid orangutan; defiant dragonfly,trust_sincere_1,p0405,75
2578,orchid orangutan; defiant dragonfly,trust_sincere_1,p0412,72
2579,orchid orangutan; defiant dragonfly,trust_sincere_1,p0415,45
2580,orchid orangutan; defiant dragonfly,trust_sincere_1,p0416,68
2581,orchid orangutan; defiant dragonfly,trust_sincere_1,p0417,75
2582,orchid orangutan; defiant dragonfly,trust_sincere_1,p0418,62
2583,orchid orangutan; defiant dragonfly,trust_sincere_1,p0430,78
2584,orchid orangutan; defiant dragonfly,trust_sincere_1,p0431,78
2585,orchid orangutan; defiant dragonfly,trust_sincere_1,p0434,25
2586,orchid orangutan; defiant dragonfly,trust_sincere_1,p0438,75
2587,orchid orangutan; defiant dragonfly,trust_sincere_1,p0441,78
2588,orchid orangutan; defiant dragonfly,trust_sincere_1,p0442,45
2589,orchid orangutan; defiant dragonfly,trust_sincere_1,p0449,62
2590,orchid orangutan; defiant dragonfly,trust_sincere_1,p0450,75
2591,orchid orangutan; defiant dragonfly,trust_sincere_1,p0465,62
2592,orchid orangutan; defiant dragonfly,trust_sincere_1,p0471,68
2593,orchid orangutan; defiant dragonfly,trust_sincere_1,p0477,68
2594,orchid orangutan; defiant dragonfly,trust_sincere_1,p0483,68
2595,orchid orangutan; defiant dragonfly,trust_sincere_1,p0486,75
2596,orchid orangutan; defiant dragonfly,trust_sincere_1,p0487,75
2597,orchid orangutan; defiant dragonfly,trust_sincere_1,p0489,78
2598,orchid orangutan; defiant dragonfly,trust_sincere_1,p0497,65
2599,orchid orangutan; defiant dragonfly,trust_sincere_1,p0502,68
2600,orchid orangutan; defiant dragonfly,trust_sincere_1,p0503,78
2601,orchid orangutan; defiant dragonfly,trust_sincere_1,p0506,58
2602,orchid orangutan; defiant dragonfly,trust_sincere_1,p0511,75
2603,orchid orangutan; defiant dragonfly,trust_sincere_1,p0523,72
2604,orchid orangutan; defiant dragonfly,trust_sincere_1,p0534,85
2605,orchid orangutan; defiant dragonfly,trust_sincere_1,p0536,68
2606,orchid orangutan; defiant dragonfly,trust_sincere_1,p0542,45
2607,orchid orangutan; defiant dragonfly,trust_sincere_1,p0547,75
2608,orchid orangutan; defiant dragonfly,trust_sincere_1,p0553,78
2609,orchid orangutan; defiant dragonfly,trust_sincere_1,p0559,72
2610,orchid orangutan; defiant dragonfly,trust_sincere_1,p0566,68
2611,orchid orangutan; defiant dragonfly,trust_sincere_1,p0568,65
2612,orchid orangutan; defiant dragonfly,trust_sincere_1,p0570,45
2613,orchid orangutan; defiant dragonfly,trust_sincere_1,p0573,68
2614,orchid orangutan; defiant dragonfly,trust_sincere_1,p0578,68
2615,orchid orangutan; defiant dragonfly,trust_sincere_1,p0594,62
2616,orchid orangutan; defiant dragonfly,trust_sincere_1,p0597,72
2617,orchid orangutan; defiant dragonfly,trust_sincere_1,p0601,68
2618,orchid orangutan; defiant dragonfly,trust_sincere_1,p0602,58
2619,orchid orangutan; defiant dragonfly,trust_sincere_1,p0605,68
2620,orchid orangutan; defiant dragonfly,trust_sincere_1,p0615,68
2621,orchid orangutan; defiant dragonfly,trust_sincere_1,p0620,72
2622,orchid orangutan; defiant dragonfly,trust_sincere_1,p0626,68
2623,orchid orangutan; defiant dragonfly,trust_sincere_1,p0629,78
2624,orchid orangutan; defiant dragonfly,trust_sincere_1,p0633,62
2625,orchid orangutan; defiant dragonfly,trust_sincere_1,p0638,75
2626,orchid orangutan; defiant dragonfly,trust_sincere_1,p0639,68
2627,orchid orangutan; defiant dragonfly,trust_sincere_1,p0640,58
2628,orchid orangutan; defiant dragonfly,trust_sincere_1,p0655,75
2629,orchid orangutan; defiant dragonfly,trust_sincere_1,p0656,65
2630,orchid orangutan; defiant dragonfly,trust_sincere_1,p0658,65
2631,orchid orangutan; defiant dragonfly,trust_sincere_1,p0661,62
2632,orchid orangutan; defiant dragonfly,trust_sincere_1,p0669,78
2633,orchid orangutan; defiant dragonfly,trust_sincere_1,p0670,58
2634,orchid orangutan; defiant dragonfly,trust_sincere_1,p0672,72
2635,orchid orangutan; defiant dragonfly,trust_sincere_1,p0674,78
2636,orchid orangutan; defiant dragonfly,trust_sincere_1,p0678,78
2637,orchid orangutan; defiant dragonfly,trust_sincere_1,p0683,75
2638,orchid orangutan; defiant dragonfly,trust_sincere_1,p0686,62
2639,orchid orangutan; defiant dragonfly,trust_sincere_1,p0687,78
2640,orchid orangutan; defiant dragonfly,trust_sincere_1,p0698,68
2641,orchid orangutan; defiant dragonfly,trust_sincere_1,p0700,68
2642,orchid orangutan; defiant dragonfly,trust_sincere_1,p0703,65
2643,orchid orangutan; defiant dragonfly,trust_sincere_1,p0718,68
2644,orchid orangutan; defiant dragonfly,trust_sincere_1,p0744,78
2645,orchid orangutan; defiant dragonfly,trust_sincere_1,p0745,68
2646,orchid orangutan; defiant dragonfly,trust_sincere_1,p0753,62
2647,orchid orangutan; defiant dragonfly,trust_sincere_1,p0770,78
2648,orchid orangutan; defiant dragonfly,trust_sincere_1,p0771,68
2649,orchid orangutan; defiant dragonfly,trust_sincere_1,p0777,85
2650,orchid orangutan; defiant dragonfly,trust_sincere_1,p0779,72
2651,orchid orangutan; defiant dragonfly,trust_sincere_1,p0780,62
2652,orchid orangutan; defiant dragonfly,trust_sincere_1,p0783,62
2653,orchid orangutan; defiant dragonfly,trust_sincere_1,p0785,68
2654,orchid orangutan; defiant dragonfly,trust_sincere_1,p0786,45
2655,orchid orangutan; defiant dragonfly,trust_sincere_1,p0794,45
2656,orchid orangutan; defiant dragonfly,trust_sincere_1,p0798,75
2657,orchid orangutan; defiant dragonfly,trust_sincere_1,p0800,72
2658,orchid orangutan; defiant dragonfly,trust_sincere_1,p0820,45
2659,orchid orangutan; defiant dragonfly,trust_sincere_1,p0841,68
2660,orchid orangutan; defiant dragonfly,trust_sincere_1,p0849,68
2661,orchid orangutan; defiant dragonfly,trust_sincere_1,p0862,78
2662,orchid orangutan; defiant dragonfly,trust_sincere_1,p0867,75
2663,orchid orangutan; defiant dragonfly,trust_sincere_1,p0869,72
2664,orchid orangutan; defiant dragonfly,trust_sincere_1,p0872,72
2665,orchid orangutan; defiant dragonfly,trust_sincere_1,p0880,72
2666,orchid orangutan; defiant dragonfly,trust_sincere_1,p0891,68
2667,orchid orangutan; defiant dragonfly,trust_sincere_1,p0916,78
2668,orchid orangutan; defiant dragonfly,trust_sincere_1,p0917,72
2669,orchid orangutan; defiant dragonfly,trust_sincere_1,p0919,78
2670,orchid orangutan; defiant dragonfly,trust_sincere_1,p0922,65
2671,orchid orangutan; defiant dragonfly,trust_sincere_1,p0925,68
2672,orchid orangutan; defiant dragonfly,trust_sincere_1,p0927,68
2673,orchid orangutan; defiant dragonfly,trust_sincere_1,p0929,68
2674,orchid orangutan; defiant dragonfly,trust_sincere_1,p0930,68
2675,orchid orangutan; defiant dragonfly,trust_sincere_1,p0931,45
2676,orchid orangutan; defiant dragonfly,trust_sincere_1,p0933,62
2677,orchid orangutan; defiant dragonfly,trust_sincere_1,p0934,62
2678,orchid orangutan; defiant dragonfly,trust_sincere_1,p0936,68
2679,orchid orangutan; defiant dragonfly,trust_sincere_1,p0938,75
2680,orchid orangutan; defiant dragonfly,trust_sincere_1,p0939,68
2681,orchid orangutan; defiant dragonfly,trust_sincere_1,p0946,62
2682,orchid orangutan; defiant dragonfly,trust_sincere_1,p0951,65
2683,orchid orangutan; defiant dragonfly,trust_sincere_1,p0956,72
2684,orchid orangutan; defiant dragonfly,trust_sincere_1,p0962,68
2685,orchid orangutan; defiant dragonfly,trust_sincere_1,p0963,75
2686,orchid orangutan; defiant dragonfly,trust_sincere_1,p0969,65
2687,orchid orangutan; defiant dragonfly,trust_sincere_1,p0972,62
2688,orchid orangutan; defiant dragonfly,trust_sincere_1,p0975,65
2689,orchid orangutan; defiant dragonfly,trust_sincere_1,p0985,45
2690,orchid orangutan; defiant dragonfly,trust_sincere_1,p0993,75
2691,orchid orangutan; defiant dragonfly,trust_sincere_1,p0996,65
2692,orchid orangutan; defiant dragonfly,trust_sincere_1,p1011,58
2693,orchid orangutan; defiant dragonfly,trust_sincere_1,p1017,62
2694,orchid orangutan; defiant dragonfly,trust_sincere_1,p1020,68
2695,orchid orangutan; defiant dragonfly,trust_sincere_1,p1022,78
2696,orchid orangutan; defiant dragonfly,trust_sincere_1,p1024,45
2697,orchid orangutan; defiant dragonfly,trust_sincere_1,p1027,78
2698,orchid orangutan; defiant dragonfly,trust_sincere_1,p1028,78
2699,orchid orangutan; defiant dragonfly,trust_sincere_1,p1029,45
2700,orchid orangutan; defiant dragonfly,trust_sincere_1,p1032,65
2701,orchid orangutan; defiant dragonfly,trust_sincere_1,p1040,75
2702,orchid orangutan; defiant dragonfly,trust_sincere_1,p1047,45
2703,orchid orangutan; defiant dragonfly,trust_sincere_1,p1048,68
2704,orchid orangutan; defiant dragonfly,trust_sincere_1,p1053,62
2705,orchid orangutan; defiant dragonfly,trust_sincere_1,p1057,62
2706,orchid orangutan; defiant dragonfly,trust_sincere_1,p1058,68
2707,orchid orangutan; defiant dragonfly,trust_sincere_1,p1063,62
