profile_id,condition,gender,age_band,race,education,income,party,trust_multidimensional,trust_competence_1,trust_competence_2,trust_competence_3,trust_integrity_1,trust_integrity_2,trust_integrity_3,trust_benevolence_1,trust_benevolence_2,trust_benevolence_3,trust_openness_1,trust_openness_2,trust_openness_3,trust_post,distrust_post,funding_perceptions,policy_role_mean,inst_trust_mean,belief_post,concern_mean,policy_general,policy_specific_mean,behavior_mean,donation_ams,newsletter_signup
c06p1954,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,61.916666666666664,55,68,68,62,65,62,75,65,68,45,65,45,55,45,65,74.25,47.6,78,72.66666666666667,78,69.71428571428571,36.666666666666664,10,0
c06p1956,Social justice,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,41.666666666666664,35,45,45,45,45,45,45,45,45,35,35,35,45,65,65,52.5,35.0,65,55.0,68,65.0,31.666666666666668,1,0
c06p1958,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,68.75,68,75,78,68,78,65,78,75,65,65,65,45,68,35,65,76.5,50.2,85,76.0,75,75.71428571428571,43.333333333333336,2,0
c06p1967,Social justice,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,75.0,75,78,78,78,78,78,78,78,78,68,68,65,78,25,55,81.0,68.8,88,79.33333333333333,85,76.42857142857143,48.333333333333336,7,0
c06p1973,Social justice,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,81.25,75,88,92,88,88,85,88,88,88,75,75,45,85,15,65,89.25,74.0,95,90.66666666666667,92,85.57142857142857,51.666666666666664,10,1
c06p1978,Social justice,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,68.75,68,78,78,68,72,68,75,75,68,65,65,45,68,35,55,77.5,60.2,85,77.0,78,72.14285714285714,40.5,10,0
c06p1983,Social justice,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,55.333333333333336,45,62,68,45,65,62,75,62,55,45,45,35,45,45,75,68.25,39.0,75,70.33333333333333,78,69.14285714285714,33.333333333333336,10,0
c06p1984,Social justice,Female,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,55.5,45,65,68,55,68,62,68,55,45,45,55,35,45,45,65,70.0,43.0,78,69.33333333333333,75,69.57142857142857,36.666666666666664,2,0
c06p1995,Social justice,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,65.16666666666667,68,75,75,68,68,65,75,68,65,55,65,35,68,45,65,75.0,50.2,85,75.0,75,73.28571428571429,41.666666666666664,2,0
c06p1996,Social justice,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,62.166666666666664,55,68,68,65,65,62,75,65,68,45,65,45,62,45,55,75.0,49.0,78,77.0,85,72.0,38.833333333333336,10,0
c06p1997,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,70.66666666666667,68,78,78,72,78,68,78,78,72,65,68,45,68,35,65,79.0,50.2,85,81.33333333333333,85,75.0,42.166666666666664,10,0
c06p2001,Social justice,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,76.5,78,82,85,78,78,78,85,78,78,75,78,45,78,25,65,84.0,67.6,88,79.33333333333333,85,75.42857142857143,45.0,10,0
c06p2002,Social justice,Female,45-59,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,67.16666666666666,68,68,75,65,75,62,75,75,68,65,65,45,65,25,65,75.0,40.4,75,72.66666666666667,75,70.14285714285714,35.0,10,0
c06p2013,Social justice,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,81.0,75,88,88,82,82,78,88,88,85,75,78,65,82,15,55,87.25,70.2,92,84.0,85,76.85714285714286,53.333333333333336,7,0
c06p2014,Social justice,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,62.74999999999999,62,68,68,62,68,62,78,68,65,45,62,45,62,35,65,66.5,45.6,78,63.666666666666664,75,65.85714285714286,36.666666666666664,1,0
c06p2016,Social justice,Male,60+,Other,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,75.58333333333333,75,78,78,78,78,78,78,78,78,75,68,65,78,25,55,82.0,62.2,88,79.33333333333333,85,76.42857142857143,48.333333333333336,4,0
c06p2018,Social justice,Male,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Republican,60.24999999999999,55,58,62,62,68,58,78,68,62,45,62,45,45,45,75,70.75,43.0,78,66.0,75,68.71428571428571,38.333333333333336,1,0
c06p2023,Social justice,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,79.08333333333334,78,85,88,85,85,82,88,82,78,75,78,45,78,15,65,85.0,69.6,92,88.33333333333333,88,78.71428571428571,48.333333333333336,6,0
c06p2025,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,75.25,75,92,88,75,85,75,85,85,78,75,75,15,82,15,65,86.0,71.4,92,78.33333333333333,92,71.42857142857143,41.666666666666664,10,0
c06p2028,Social justice,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,65.33333333333333,62,68,78,68,78,68,78,68,68,45,68,35,68,25,65,77.25,60.2,85,79.33333333333333,78,70.85714285714286,38.333333333333336,10,0
c06p2030,Social justice,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,75.08333333333334,68,85,78,78,78,75,88,82,78,68,78,45,78,25,65,81.75,64.2,88,77.0,85,77.0,47.166666666666664,10,0
c06p2033,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,72.58333333333334,68,78,78,75,78,72,78,78,78,68,75,45,72,25,55,79.25,63.6,88,77.0,85,73.0,48.833333333333336,10,0
c06p2040,Social justice,Male,60+,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,45.0,45,45,45,45,45,45,65,45,45,45,35,35,45,55,65,60.0,35.0,75,69.33333333333333,78,68.28571428571429,33.333333333333336,10,0
c06p2051,Social justice,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,67.16666666666667,68,75,75,65,75,65,75,75,68,65,65,35,68,35,75,78.75,48.2,92,78.33333333333333,85,76.42857142857143,41.666666666666664,10,0
c06p2052,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,68.08333333333333,68,78,78,78,78,68,78,75,68,45,68,35,68,35,65,76.75,61.0,85,79.33333333333333,85,68.28571428571429,41.666666666666664,1,0
c06p2066,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,56.99999999999999,55,62,65,55,65,62,75,65,55,45,45,35,55,35,65,62.5,41.0,75,61.666666666666664,75,62.57142857142857,32.5,10,0
c06p2067,Social justice,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,75.75000000000001,75,85,85,75,78,78,85,85,78,65,75,45,78,25,55,84.25,63.0,92,80.33333333333333,85,75.71428571428571,48.333333333333336,10,0
c06p2073,Social justice,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,79.33333333333334,75,88,82,78,82,78,88,85,78,75,78,65,78,25,55,85.25,69.6,92,82.66666666666667,85,76.85714285714286,53.333333333333336,7,0
c06p2077,Social justice,Female,30-44,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Republican,67.41666666666667,68,72,75,65,68,68,75,75,68,65,65,45,68,35,55,77.5,60.2,85,77.0,78,73.0,42.166666666666664,2,0
c06p2078,Social justice,Female,30-44,Other,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,69.91666666666667,62,75,78,75,78,68,78,75,72,65,68,45,68,35,65,73.25,59.0,85,72.66666666666667,78,71.0,41.666666666666664,10,0
c06p2086,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,75.08333333333334,68,82,78,78,78,78,85,85,78,68,78,45,78,25,65,81.75,67.6,88,82.66666666666667,85,76.28571428571429,50.5,6,1
c06p2089,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,76.83333333333334,78,82,85,78,85,78,85,82,78,68,78,45,78,25,65,85.0,69.0,92,82.66666666666667,85,75.28571428571429,45.0,10,0
c06p2093,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,39.166666666666664,35,45,45,35,45,35,65,35,35,35,35,25,35,65,35,55.0,31.0,65,55.0,65,52.142857142857146,28.333333333333332,10,0
c06p2094,Social justice,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,74.58333333333334,75,78,78,78,78,75,85,85,75,68,75,45,72,25,65,84.25,65.0,85,80.66666666666667,85,75.14285714285714,41.666666666666664,10,0
c06p2111,Social justice,Female,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,69.83333333333333,65,78,78,75,78,68,75,75,68,65,68,45,65,35,65,75.0,59.6,85,75.0,78,70.71428571428571,40.0,10,0
c06p2117,Social justice,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,76.41666666666666,75,78,78,78,78,78,85,78,78,75,68,68,78,25,55,80.0,64.2,88,76.0,85,74.0,45.0,1,0
c06p2121,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,71.5,68,75,78,78,78,65,78,78,75,65,75,45,72,25,55,78.25,63.6,85,76.0,85,75.14285714285714,41.666666666666664,2,0
c06p2127,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,65.41666666666667,68,78,75,65,68,68,75,75,68,45,65,35,68,35,55,79.25,50.2,85,81.66666666666667,85,74.42857142857143,43.833333333333336,10,0
c06p2141,Social justice,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,69.16666666666667,65,75,75,75,75,65,85,75,75,65,65,35,68,25,65,80.0,49.6,85,79.33333333333333,85,75.57142857142857,41.666666666666664,10,0
c06p2142,Social justice,Female,18-29,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,43.33333333333333,45,45,45,45,45,45,65,45,45,35,45,15,35,65,75,55.0,35.0,65,68.33333333333333,75,72.57142857142857,31.666666666666668,10,0
c06p2143,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,76.49999999999999,75,82,78,78,78,78,85,78,78,75,68,65,78,25,55,82.5,69.6,88,79.33333333333333,85,76.0,48.333333333333336,7,0
c06p2153,Social justice,Female,30-44,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat,72.16666666666667,65,78,78,75,78,75,85,82,75,65,75,35,68,25,75,81.75,60.6,85,75.0,85,76.0,35.0,10,0
c06p2155,Social justice,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,56.41666666666667,45,68,68,62,62,45,65,55,62,45,65,35,55,45,65,68.25,53.6,75,66.0,75,72.0,36.666666666666664,1,0
c06p2169,Social justice,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Republican,53.083333333333336,45,55,62,62,65,45,68,65,45,45,45,35,45,45,55,68.25,37.0,75,68.33333333333333,75,60.714285714285715,28.333333333333332,10,0
c06p2187,Social justice,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,68.41666666666667,65,75,78,68,75,68,78,78,68,68,65,35,68,35,65,75.75,50.2,85,76.0,85,76.42857142857143,40.0,10,0
c06p2188,Social justice,Male,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,73.91666666666667,68,78,78,78,78,78,85,78,78,68,75,45,78,25,55,81.75,65.6,88,83.66666666666667,85,77.42857142857143,46.666666666666664,10,0
c06p2197,Social justice,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,64.33333333333333,68,75,68,65,65,68,75,68,65,55,65,35,68,35,65,75.75,45.6,85,76.0,75,75.42857142857143,40.0,10,0
c06p2213,Social justice,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,63.75000000000001,45,68,68,68,68,62,75,65,68,65,68,45,55,45,65,74.25,43.0,78,68.33333333333333,78,72.57142857142857,38.333333333333336,10,0
c06p2214,Social justice,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,71.0,68,78,78,72,78,68,75,75,72,65,78,45,72,35,65,76.5,60.2,85,77.0,78,73.0,42.166666666666664,10,0
c06p2215,Social justice,Female,30-44,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Republican,72.16666666666666,68,78,85,75,75,75,85,75,75,65,75,35,75,35,75,84.25,62.4,92,78.33333333333333,85,69.57142857142857,40.0,10,0
c06p2220,Social justice,Male,45-59,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Independent,67.74999999999999,68,78,68,68,68,68,78,68,68,68,68,45,68,35,65,75.75,47.6,85,79.33333333333333,78,73.42857142857143,45.5,10,0
c06p2223,Social justice,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,61.083333333333336,45,68,68,62,68,62,75,65,65,55,65,35,55,45,65,71.75,44.4,78,67.33333333333333,75,73.0,36.666666666666664,1,0
c06p2229,Social justice,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Independent,66.99999999999999,68,75,68,62,68,68,78,68,68,68,68,45,68,35,65,75.75,46.4,85,77.0,78,73.42857142857143,43.333333333333336,10,0
c06p2234,Social justice,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,82.41666666666667,78,88,88,85,85,85,85,85,85,75,85,65,82,15,65,88.0,70.8,92,89.66666666666667,92,84.71428571428571,50.0,10,0
c06p2237,Social justice,Female,60+,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,78.41666666666667,78,82,88,78,78,78,88,85,85,78,78,45,78,25,65,85.75,69.6,88,82.66666666666667,85,77.85714285714286,50.0,10,0
c06p2238,Social justice,Male,60+,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Republican,65.41666666666666,45,75,78,68,75,68,78,68,68,65,62,35,68,35,65,75.75,48.2,85,82.66666666666667,85,75.0,38.333333333333336,10,0
c06p2244,Social justice,Female,30-44,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat,70.91666666666667,65,78,78,75,78,75,85,78,68,68,68,35,72,25,75,81.0,60.2,85,78.33333333333333,85,77.42857142857143,38.333333333333336,10,0
c06p2248,Social justice,Female,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,69.0,68,78,72,68,68,68,78,75,72,68,68,45,68,35,65,75.75,64.2,85,76.0,78,73.42857142857143,41.666666666666664,10,0
c06p2252,Social justice,Male,18-29,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,79.83333333333334,75,85,88,78,78,78,88,85,82,78,78,65,78,15,55,85.0,67.6,92,82.66666666666667,85,77.42857142857143,52.166666666666664,10,0
c06p2255,Social justice,Male,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican,27.916666666666668,35,35,35,35,35,25,45,30,15,15,15,15,25,65,15,48.75,22.0,65,58.333333333333336,75,52.142857142857146,22.5,10,0
c06p2261,Social justice,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,42.49999999999999,45,45,45,45,45,35,65,45,45,35,45,15,35,65,65,55.0,28.0,65,58.333333333333336,75,65.0,27.5,10,0
c06p2263,Social justice,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,71.25,68,78,78,68,78,72,78,75,75,65,75,45,68,35,65,76.75,60.2,85,76.0,75,75.42857142857143,40.0,10,0
c06p2273,Social justice,Female,30-44,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,65.16666666666666,55,78,72,62,68,68,78,68,68,65,65,35,68,35,65,75.75,62.2,85,77.0,85,75.42857142857143,41.666666666666664,10,0
c06p2275,Social justice,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,73.91666666666667,68,78,78,78,78,78,78,75,78,65,78,55,75,25,55,79.25,63.6,85,77.0,82,73.57142857142857,43.833333333333336,10,0
c06p2276,Social justice,Female,30-44,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat,62.833333333333336,55,68,62,62,62,62,78,68,68,62,62,45,65,45,65,73.25,45.0,78,77.0,78,73.0,43.333333333333336,10,0
c06p2283,Social justice,Female,60+,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat,56.75000000000001,45,55,62,62,65,45,75,65,62,45,65,35,45,55,75,62.5,35.0,75,65.0,75,72.14285714285714,31.666666666666668,10,0
c06p2287,Social justice,Female,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,73.66666666666667,68,78,78,78,78,75,78,78,78,75,75,45,75,25,65,79.0,62.2,85,76.0,85,74.71428571428571,41.666666666666664,10,0
c06p2296,Social justice,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,60.25000000000001,45,68,68,62,68,62,75,65,62,45,68,35,45,45,65,65.75,39.0,78,68.33333333333333,78,71.0,36.666666666666664,10,0
c06p2298,Social justice,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,65.0,55,68,75,65,75,65,75,75,62,65,55,45,68,45,65,72.5,45.0,75,77.0,78,70.57142857142857,38.333333333333336,10,0
c06p2304,Social justice,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,76.16666666666667,78,78,78,78,78,78,85,85,78,75,78,45,78,25,75,85.0,63.6,88,82.66666666666667,85,76.85714285714286,46.666666666666664,10,0
c06p2310,Social justice,Female,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,59.75,45,68,62,62,62,62,68,68,58,62,55,45,55,45,65,69.0,45.0,78,72.66666666666667,78,71.57142857142857,41.666666666666664,4,0
c06p2322,Social justice,Female,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,51.666666666666664,45,55,55,45,62,45,68,65,55,45,45,35,45,45,75,62.5,39.0,65,62.666666666666664,65,66.85714285714286,33.333333333333336,10,0
c06p2326,Social justice,Female,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,69.58333333333334,65,78,78,72,78,72,78,78,68,68,65,35,72,35,65,80.25,61.0,85,79.33333333333333,85,76.0,38.333333333333336,10,0
c06p2330,Social justice,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,56.333333333333336,45,68,68,65,65,45,75,65,45,45,65,25,45,55,75,69.5,53.0,85,71.66666666666667,75,64.0,31.666666666666668,10,0
c06p2331,Social justice,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,75.00000000000001,75,85,85,75,75,75,85,85,75,65,75,45,75,25,55,81.75,61.0,92,75.0,85,69.28571428571429,35.0,10,0
c06p2333,Social justice,Male,45-59,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,63.25,45,75,68,62,68,68,75,68,68,65,62,35,68,45,65,75.0,43.0,85,76.0,85,74.0,41.666666666666664,10,0
c06p2347,Social justice,Female,45-59,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,78.75000000000001,78,82,85,78,78,78,85,85,78,75,78,65,78,25,55,84.25,64.2,88,82.66666666666667,85,78.57142857142857,46.666666666666664,7,0
c06p2350,Social justice,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,67.75,65,75,75,75,75,65,75,75,68,65,55,45,68,35,65,75.0,49.6,92,75.0,75,73.28571428571429,40.0,10,0
c06p2351,Social justice,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,67.33333333333333,65,78,72,68,68,68,78,68,68,65,65,45,68,35,55,75.75,62.2,85,77.0,78,73.42857142857143,43.333333333333336,10,0
c06p2353,Social justice,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,73.08333333333334,68,78,78,68,78,72,78,78,78,68,78,55,72,25,65,77.25,62.2,85,77.0,85,76.14285714285714,42.166666666666664,10,0
